x,y,PROVINCE_CODE,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG,LOCAL_YEAR,LOCAL_DATE,ID,MAX_TEMPERATURE_FLAG,LOCAL_DAY,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,MIN_TEMPERATURE
-122.94722222222222,50.06777777777778,BC,1108906,,,240,,,WHISTLER ROUNDHOUSE,-1.3,,,,1,,,,1997,1997-01-29 00:00:00,1108906.1997.1.29,,29,,,39,19.3,,,,39,0,,0,0,-2.5
-122.94722222222222,50.06777777777778,BC,1108906,,,268,,,WHISTLER ROUNDHOUSE,-1.8,,,,1,,,T,1997,1997-01-30 00:00:00,1108906.1997.1.30,,30,,,0,19.8,,,T,0,0,,-1,0,-2.5
-122.94722222222222,50.06777777777778,BC,1108906,,,261,,,WHISTLER ROUNDHOUSE,-3,,,,1,,,,1997,1997-01-31 00:00:00,1108906.1997.1.31,,31,,,3,21,,,,3,0,,-1,0,-5
-122.94722222222222,50.06777777777778,BC,1108906,,,262,,,WHISTLER ROUNDHOUSE,-4,,,,2,,,,1997,1997-02-01 00:00:00,1108906.1997.2.1,,1,,,2,22,,,,2,0,,-3,0,-5
-122.94722222222222,50.06777777777778,BC,1108906,,,261,,,WHISTLER ROUNDHOUSE,-7.5,,,,2,,,,1997,1997-02-02 00:00:00,1108906.1997.2.2,,2,,,1,25.5,,,,1,0,,-5,0,-10
-122.94722222222222,50.06777777777778,BC,1108906,,,260,,,WHISTLER ROUNDHOUSE,-8,,,,2,,,,1997,1997-02-03 00:00:00,1108906.1997.2.3,,3,,,0,26,,,,0,0,,-4,0,-12
-122.94722222222222,50.06777777777778,BC,1108906,,,256,,,WHISTLER ROUNDHOUSE,-4.8,,,,2,,,,1997,1997-02-04 00:00:00,1108906.1997.2.4,,4,,,0,22.8,,,,0,0,,-0.5,0,-9
-122.94722222222222,50.06777777777778,BC,1108906,,,251,,,WHISTLER ROUNDHOUSE,-1.3,,,,2,,,,1997,1997-02-05 00:00:00,1108906.1997.2.5,,5,,,0,19.3,,,,0,0,,2.5,0,-5
-122.94722222222222,50.06777777777778,BC,1108906,,,250,,,WHISTLER ROUNDHOUSE,-2.8,,,,2,,,T,1997,1997-02-06 00:00:00,1108906.1997.2.6,,6,,,0,20.8,,,T,0,0,,1.5,0,-7
-122.94722222222222,50.06777777777778,BC,1108906,,,246,,,WHISTLER ROUNDHOUSE,-3.5,,,,2,,,T,1997,1997-02-07 00:00:00,1108906.1997.2.7,,7,,,0,21.5,,,T,0,0,,-1.5,0,-5.5
-122.94722222222222,50.06777777777778,BC,1108906,,,245,,,WHISTLER ROUNDHOUSE,-3.8,,,,2,,,T,1997,1997-02-08 00:00:00,1108906.1997.2.8,,8,,,0,21.8,,,T,0,0,,-1.5,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,244,,,WHISTLER ROUNDHOUSE,-6,,,,2,,,,1997,1997-02-09 00:00:00,1108906.1997.2.9,,9,,,0,24,,,,0,0,,-4,0,-8
-122.94722222222222,50.06777777777778,BC,1108906,,,243,,,WHISTLER ROUNDHOUSE,-4.8,,,,2,,,T,1997,1997-02-10 00:00:00,1108906.1997.2.10,,10,,,0,22.8,,,T,0,0,,-2.5,0,-7
-122.94722222222222,50.06777777777778,BC,1108906,,,242,,,WHISTLER ROUNDHOUSE,-5.8,,,,2,,,,1997,1997-02-11 00:00:00,1108906.1997.2.11,,11,,,15,23.8,,,,15,0,,-4.5,0,-7
-122.94722222222222,50.06777777777778,BC,1108906,,,253,,,WHISTLER ROUNDHOUSE,-5,,,,2,,,T,1997,1997-02-12 00:00:00,1108906.1997.2.12,,12,,,0,23,,,T,0,0,,-3.5,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,248,,,WHISTLER ROUNDHOUSE,-4.8,,,,2,,,,1997,1997-02-13 00:00:00,1108906.1997.2.13,,13,,,2,22.8,,,,2,0,,-2,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,248,,,WHISTLER ROUNDHOUSE,-2,,,,2,,,,1997,1997-02-14 00:00:00,1108906.1997.2.14,,14,,,3,20,,,,3,0,,0,0,-4
-122.94722222222222,50.06777777777778,BC,1108906,,,249,,,WHISTLER ROUNDHOUSE,0,,,,2,,,T,1997,1997-02-15 00:00:00,1108906.1997.2.15,,15,,,0,18,,,T,0,0,,2,0,-2
-122.94722222222222,50.06777777777778,BC,1108906,,,246,,,WHISTLER ROUNDHOUSE,1,,,,2,,,,1997,1997-02-16 00:00:00,1108906.1997.2.16,,16,,,10,17,,,,10,0,,4,0,-2
-122.94722222222222,50.06777777777778,BC,1108906,,,254,,,WHISTLER ROUNDHOUSE,-4,,,,2,,,,1997,1997-02-17 00:00:00,1108906.1997.2.17,,17,,,1,22,,,,1,0,,-3,0,-5
-122.94722222222222,50.06777777777778,BC,1108906,,,251,,,WHISTLER ROUNDHOUSE,-5.5,,,,2,,,,1997,1997-02-18 00:00:00,1108906.1997.2.18,,18,,,14,23.5,,,,14,0,,-4.5,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,261,,,WHISTLER ROUNDHOUSE,-5.8,,,,2,,,,1997,1997-02-19 00:00:00,1108906.1997.2.19,,19,,,3,23.8,,,,3,0,,-5,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,258,,,WHISTLER ROUNDHOUSE,-6.8,,,,2,,,,1997,1997-02-20 00:00:00,1108906.1997.2.20,,20,,,1,24.8,,,,1,0,,-6,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,255,,,WHISTLER ROUNDHOUSE,-5.3,,,,2,,,,1997,1997-02-21 00:00:00,1108906.1997.2.21,,21,,,0,23.3,,,,0,0,,-2.5,0,-8
-122.94722222222222,50.06777777777778,BC,1108906,,,252,,,WHISTLER ROUNDHOUSE,-2.5,,,,2,,,,1997,1997-02-22 00:00:00,1108906.1997.2.22,,22,,,0,20.5,,,,0,0,,2,0,-7
-122.94722222222222,50.06777777777778,BC,1108906,,,250,,,WHISTLER ROUNDHOUSE,2,,,,2,,,,1997,1997-02-23 00:00:00,1108906.1997.2.23,,23,,,0,16,,,,0,0,,6,0,-2
-122.94722222222222,50.06777777777778,BC,1108906,,,247,,,WHISTLER ROUNDHOUSE,5.3,,,,2,,,,1997,1997-02-24 00:00:00,1108906.1997.2.24,,24,,,0,12.7,,,,0,0,,8.5,0,2
-122.94722222222222,50.06777777777778,BC,1108906,,,244,,,WHISTLER ROUNDHOUSE,-1,,,,2,,,,1997,1997-02-25 00:00:00,1108906.1997.2.25,,25,,,0,19,,,,0,0,,2,0,-4
-122.94722222222222,50.06777777777778,BC,1108906,,,243,,,WHISTLER ROUNDHOUSE,-5.8,,,,2,,,,1997,1997-02-26 00:00:00,1108906.1997.2.26,,26,,,2,23.8,,,,2,0,,-4,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,243,,,WHISTLER ROUNDHOUSE,-8.3,,,,2,,,,1997,1997-02-27 00:00:00,1108906.1997.2.27,,27,,,0,26.3,,,,0,0,,-5,0,-11.5
-122.94722222222222,50.06777777777778,BC,1108906,,,242,,,WHISTLER ROUNDHOUSE,-8,,,,2,,,,1997,1997-02-28 00:00:00,1108906.1997.2.28,,28,,,0,26,,,,0,0,,-6.5,0,-9.5
-122.94722222222222,50.06777777777778,BC,1108906,,,249,,,WHISTLER ROUNDHOUSE,-6.3,,,,3,,,,1997,1997-03-01 00:00:00,1108906.1997.3.1,,1,,,29,24.3,,,,29,0,,-5,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,273,,,WHISTLER ROUNDHOUSE,-5.8,,,,3,,,,1997,1997-03-02 00:00:00,1108906.1997.3.2,,2,,,2,23.8,,,,2,0,,-5,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,271,,,WHISTLER ROUNDHOUSE,-6.5,,,,3,,,,1997,1997-03-03 00:00:00,1108906.1997.3.3,,3,,,3,24.5,,,,3,0,,-5,0,-8
-122.94722222222222,50.06777777777778,BC,1108906,,,270,,,WHISTLER ROUNDHOUSE,-9.8,,,,3,,,,1997,1997-03-04 00:00:00,1108906.1997.3.4,,4,,,1,27.8,,,,1,0,,-6.5,0,-13
-122.94722222222222,50.06777777777778,BC,1108906,,,266,,,WHISTLER ROUNDHOUSE,-7.3,,,,3,,,,1997,1997-03-05 00:00:00,1108906.1997.3.5,,5,,,15,25.3,,,,15,0,,-4.5,0,-10
-122.94722222222222,50.06777777777778,BC,1108906,,,276,,,WHISTLER ROUNDHOUSE,-4.8,,,,3,,,,1997,1997-03-06 00:00:00,1108906.1997.3.6,,6,,,16,22.8,,,,16,0,,-3,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,278,,,WHISTLER ROUNDHOUSE,-7,,,,3,,,,1997,1997-03-07 00:00:00,1108906.1997.3.7,,7,,,10,25,,,,10,0,,-6.5,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,277,,,WHISTLER ROUNDHOUSE,-6.3,,,,3,,,,1997,1997-03-08 00:00:00,1108906.1997.3.8,,8,,,7,24.3,,,,7,0,,-3,0,-9.5
-122.94722222222222,50.06777777777778,BC,1108906,,,280,,,WHISTLER ROUNDHOUSE,-5,,,,3,,,,1997,1997-03-09 00:00:00,1108906.1997.3.9,,9,,,13,23,,,,13,0,,-2.5,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,281,,,WHISTLER ROUNDHOUSE,-6.8,,,,3,,,T,1997,1997-03-10 00:00:00,1108906.1997.3.10,,10,,,0,24.8,,,T,0,0,,-4,0,-9.5
-122.94722222222222,50.06777777777778,BC,1108906,,,277,,,WHISTLER ROUNDHOUSE,-8.5,,,,3,,,,1997,1997-03-11 00:00:00,1108906.1997.3.11,,11,,,9,26.5,,,,9,0,,-6,0,-11
-122.94722222222222,50.06777777777778,BC,1108906,,,283,,,WHISTLER ROUNDHOUSE,-8.3,,,,3,,,,1997,1997-03-12 00:00:00,1108906.1997.3.12,,12,,,1,26.3,,,,1,0,,-5.5,0,-11
-122.94722222222222,50.06777777777778,BC,1108906,,,278,,,WHISTLER ROUNDHOUSE,-10.3,,,,3,,,,1997,1997-03-13 00:00:00,1108906.1997.3.13,,13,,,0,28.3,,,,0,0,,-7,0,-13.5
-122.94722222222222,50.06777777777778,BC,1108906,,,277,,,WHISTLER ROUNDHOUSE,-9,,,,3,,,T,1997,1997-03-14 00:00:00,1108906.1997.3.14,,14,,,0,27,,,T,0,0,,-5,0,-13
-122.94722222222222,50.06777777777778,BC,1108906,,,274,,,WHISTLER ROUNDHOUSE,-8.8,,,,3,,,,1997,1997-03-15 00:00:00,1108906.1997.3.15,,15,,,23,26.8,,,,23,0,,-6,0,-11.5
-122.94722222222222,50.06777777777778,BC,1108906,,,293,,,WHISTLER ROUNDHOUSE,-7.3,,,,3,,,,1997,1997-03-16 00:00:00,1108906.1997.3.16,,16,,,3,25.3,,,,3,0,,-3,0,-11.5
-122.94722222222222,50.06777777777778,BC,1108906,,,290,,,WHISTLER ROUNDHOUSE,-4.8,,,,3,,,,1997,1997-03-17 00:00:00,1108906.1997.3.17,,17,,,72,22.8,,,,72,0,,-2,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,354,,,WHISTLER ROUNDHOUSE,-1.3,,,,3,,,,1997,1997-03-18 00:00:00,1108906.1997.3.18,,18,,,15,19.3,,,,15,0,,1,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,,,328,,,WHISTLER ROUNDHOUSE,0.5,,,,3,,,,1997,1997-03-19 00:00:00,1108906.1997.3.19,,19,,,8,17.5,,,,8,0,,1,0,0
-122.94722222222222,50.06777777777778,BC,1108906,,,315,,,WHISTLER ROUNDHOUSE,-5.5,,,,3,,,,1997,1997-03-20 00:00:00,1108906.1997.3.20,,20,,,4,23.5,,,,4,0,,-4.5,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,315,,,WHISTLER ROUNDHOUSE,-7,,,,3,,,,1997,1997-03-21 00:00:00,1108906.1997.3.21,,21,,,3,25,,,,3,0,,-5,0,-9
-122.94722222222222,50.06777777777778,BC,1108906,,,314,,,WHISTLER ROUNDHOUSE,-4.5,,,,3,,,,1997,1997-03-22 00:00:00,1108906.1997.3.22,,22,,,1,22.5,,,,1,0,,-2,0,-7
-122.94722222222222,50.06777777777778,BC,1108906,,,311,,,WHISTLER ROUNDHOUSE,-5,,,,3,,,,1997,1997-03-23 00:00:00,1108906.1997.3.23,,23,,,0,23,,,,0,0,,-3,0,-7
-122.94722222222222,50.06777777777778,BC,1108906,,,309,,,WHISTLER ROUNDHOUSE,-4.8,,,,3,,,T,1997,1997-03-24 00:00:00,1108906.1997.3.24,,24,,,0,22.8,,,T,0,0,,0,0,-9.5
-122.94722222222222,50.06777777777778,BC,1108906,,,306,,,WHISTLER ROUNDHOUSE,-1.3,,,,3,,,,1997,1997-03-25 00:00:00,1108906.1997.3.25,,25,,,2,19.3,,,,2,0,,0,0,-2.5
-122.94722222222222,50.06777777777778,BC,1108906,,,302,,,WHISTLER ROUNDHOUSE,-3.8,,,,3,,,,1997,1997-03-26 00:00:00,1108906.1997.3.26,,26,,,14,21.8,,,,14,0,,-2.5,0,-5
-122.94722222222222,50.06777777777778,BC,1108906,,,314,,,WHISTLER ROUNDHOUSE,-7.3,,,,3,,,,1997,1997-03-27 00:00:00,1108906.1997.3.27,,27,,,10,25.3,,,,10,0,,-5.5,0,-9
-122.94722222222222,50.06777777777778,BC,1108906,,,317,,,WHISTLER ROUNDHOUSE,-7.3,,,,3,,,,1997,1997-03-28 00:00:00,1108906.1997.3.28,,28,,,5,25.3,,,,5,0,,-5.5,0,-9
-122.94722222222222,50.06777777777778,BC,1108906,,,316,,,WHISTLER ROUNDHOUSE,-4.3,,,,3,,,,1997,1997-03-29 00:00:00,1108906.1997.3.29,,29,,,5,22.3,,,,5,0,,-2.5,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,316,,,WHISTLER ROUNDHOUSE,-2.5,,,,3,,,,1997,1997-03-30 00:00:00,1108906.1997.3.30,,30,,,23,20.5,,,,23,0,,0.5,0,-5.5
-122.94722222222222,50.06777777777778,BC,1108906,,,339,,,WHISTLER ROUNDHOUSE,-7.5,,,,3,,,,1997,1997-03-31 00:00:00,1108906.1997.3.31,,31,,,0,25.5,,,,0,0,,-6.5,0,-8.5
-122.94722222222222,50.06777777777778,BC,1108906,,,330,,,WHISTLER ROUNDHOUSE,-5.3,,,,4,,,,1997,1997-04-01 00:00:00,1108906.1997.4.1,,1,,,0,23.3,,,,0,0,,-1,0,-9.5
-122.94722222222222,50.06777777777778,BC,1108906,,,325,,,WHISTLER ROUNDHOUSE,-2.8,,,,4,,,,1997,1997-04-02 00:00:00,1108906.1997.4.2,,2,,,0,20.8,,,,0,0,,0.5,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,319,,,WHISTLER ROUNDHOUSE,-7.3,,,,4,,,,1997,1997-04-03 00:00:00,1108906.1997.4.3,,3,,,1,25.3,,,,1,0,,-5.5,0,-9
-122.94722222222222,50.06777777777778,BC,1108906,,,317,,,WHISTLER ROUNDHOUSE,-5.5,,,,4,,,,1997,1997-04-04 00:00:00,1108906.1997.4.4,,4,,,0,23.5,,,,0,0,,-1.5,0,-9.5
-122.94722222222222,50.06777777777778,BC,1108906,,,315,,,WHISTLER ROUNDHOUSE,-3,,,,4,,,,1997,1997-04-05 00:00:00,1108906.1997.4.5,,5,,,0,21,,,,0,0,,2.5,0,-8.5
-122.94722222222222,50.06777777777778,BC,1108906,,,313,,,WHISTLER ROUNDHOUSE,-0.3,,,,4,,,,1997,1997-04-06 00:00:00,1108906.1997.4.6,,6,,,0,18.3,,,,0,0,,3,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,,,310,,,WHISTLER ROUNDHOUSE,-1.8,,,,4,,,,1997,1997-04-07 00:00:00,1108906.1997.4.7,,7,,,0,19.8,,,,0,0,,1,0,-4.5
-122.94722222222222,50.06777777777778,BC,1108906,,,308,,,WHISTLER ROUNDHOUSE,-1.3,,,,4,,,,1997,1997-04-08 00:00:00,1108906.1997.4.8,,8,,,0,19.3,,,,0,0,,3,0,-5.5
-122.94722222222222,50.06777777777778,BC,1108906,,,303,,,WHISTLER ROUNDHOUSE,-0.8,,,,4,,,,1997,1997-04-09 00:00:00,1108906.1997.4.9,,9,,,0,18.8,,,,0,0,,2,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,,,302,,,WHISTLER ROUNDHOUSE,-1.3,,,,4,,,,1997,1997-04-10 00:00:00,1108906.1997.4.10,,10,,,0,19.3,,,,0,0,,2,0,-4.5
-122.94722222222222,50.06777777777778,BC,1108906,,,300,,,WHISTLER ROUNDHOUSE,-0.8,,,,4,,,,1997,1997-04-11 00:00:00,1108906.1997.4.11,,11,,,0,18.8,,,,0,0,,2,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,,,298,,,WHISTLER ROUNDHOUSE,-0.5,,,,4,,,,1997,1997-04-12 00:00:00,1108906.1997.4.12,,12,,,12,18.5,,,,12,0,,1.5,0,-2.5
-122.94722222222222,50.06777777777778,BC,1108906,,,310,,,WHISTLER ROUNDHOUSE,-4.8,,,,4,,,,1997,1997-04-13 00:00:00,1108906.1997.4.13,,13,,,7,22.8,,,,7,0,,-3.5,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,316,,,WHISTLER ROUNDHOUSE,-2.5,,,,4,,,,1997,1997-04-14 00:00:00,1108906.1997.4.14,,14,,,1,20.5,,,,1,0,,1,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,313,,,WHISTLER ROUNDHOUSE,-1.5,,,,4,,,,1997,1997-04-15 00:00:00,1108906.1997.4.15,,15,,,3,19.5,,,,3,0,,1,0,-4
-122.94722222222222,50.06777777777778,BC,1108906,,,307,,,WHISTLER ROUNDHOUSE,0.5,,,,4,,,,1997,1997-04-16 00:00:00,1108906.1997.4.16,,16,,,7,17.5,,,,7,0,,1,0,0
-122.94722222222222,50.06777777777778,BC,1108906,,,312,,,WHISTLER ROUNDHOUSE,-4,,,,4,,,,1997,1997-04-17 00:00:00,1108906.1997.4.17,,17,,,2,22,,,,2,0,,-2,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,310,,,WHISTLER ROUNDHOUSE,-2.8,,,,4,,,,1997,1997-04-18 00:00:00,1108906.1997.4.18,,18,,,0,20.8,,,,0,0,,1,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,306,,,WHISTLER ROUNDHOUSE,-1.8,,,,4,,,,1997,1997-04-19 00:00:00,1108906.1997.4.19,,19,,,18,19.8,,,,18,0,,0,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,,,323,,,WHISTLER ROUNDHOUSE,-2,,,,4,,,T,1997,1997-04-20 00:00:00,1108906.1997.4.20,,20,,,0,20,,,T,0,0,,1,0,-5
-122.94722222222222,50.06777777777778,BC,1108906,,,314,,,WHISTLER ROUNDHOUSE,-0.5,,,,4,,,,1997,1997-04-21 00:00:00,1108906.1997.4.21,,21,,,0,18.5,,,,0,0,,5,0,-6
-122.94722222222222,50.06777777777778,BC,1108906,,,310,,,WHISTLER ROUNDHOUSE,0.3,,,,4,,,,1997,1997-04-22 00:00:00,1108906.1997.4.22,,22,,,4,17.7,,,,4,0,,3.5,0,-3
-122.94722222222222,50.06777777777778,BC,1108906,,,311,,,WHISTLER ROUNDHOUSE,-0.3,,,,4,,,,1997,1997-04-23 00:00:00,1108906.1997.4.23,,23,,,0,18.3,,,,0,0,,3.5,0,-4
-122.94722222222222,50.06777777777778,BC,1108906,,,306,,,WHISTLER ROUNDHOUSE,1,,,,4,,,,1997,1997-04-24 00:00:00,1108906.1997.4.24,,24,,,2,17,,,,2,0,,4.5,0,-2.5
-122.94722222222222,50.06777777777778,BC,1108906,,,305,,,WHISTLER ROUNDHOUSE,1.8,,,,4,,,,1997,1997-04-25 00:00:00,1108906.1997.4.25,,25,,,0,16.2,,,,0,0,,4.5,0,-1
-122.94722222222222,50.06777777777778,BC,1108906,,,302,,,WHISTLER ROUNDHOUSE,3,,,,4,,,,1997,1997-04-26 00:00:00,1108906.1997.4.26,,26,,,7,15,,,,7,0,,5.5,0,0.5
-122.94722222222222,50.06777777777778,BC,1108906,,,302,,,WHISTLER ROUNDHOUSE,0.8,,,,4,,,,1997,1997-04-27 00:00:00,1108906.1997.4.27,,27,,,0,17.2,,,,0,0,,5,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,E,E,,,E,WHISTLER ROUNDHOUSE,1.5,,,,4,,,E,1997,1997-04-28 00:00:00,1108906.1997.4.28,E,28,,M,2,16.5,,E,E,2,0,,6,0,-3
-122.94722222222222,50.06777777777778,BC,1108906,M,M,,,M,WHISTLER ROUNDHOUSE,,,,,4,,,,1997,1997-04-29 00:00:00,1108906.1997.4.29,M,29,,M,0,,,M,E,1,1,E,,,
-122.94722222222222,50.06777777777778,BC,1108906,E,E,,,E,WHISTLER ROUNDHOUSE,3.5,,,,4,,,,1997,1997-04-30 00:00:00,1108906.1997.4.30,E,30,,M,0,14.5,,E,E,1,1,E,7,0,0
-122.94722222222222,50.06777777777778,BC,1108906,,,144,,,WHISTLER ROUNDHOUSE,-2.8,,,,12,,,,1997,1997-12-01 00:00:00,1108906.1997.12.1,,1,,,0,20.8,,,,0,0,,1,0,-6.5
-122.94722222222222,50.06777777777778,BC,1108906,,,138,,,WHISTLER ROUNDHOUSE,-1.5,,,,12,,,,1997,1997-12-02 00:00:00,1108906.1997.12.2,,2,,,0,19.5,,,,0,0,,2.5,0,-5.5
-122.94722222222222,50.06777777777778,BC,1108906,,,132,,,WHISTLER ROUNDHOUSE,-0.8,,,,12,,,,1997,1997-12-03 00:00:00,1108906.1997.12.3,,3,,,0,18.8,,,,0,0,,1.5,0,-3
-122.94722222222222,50.06777777777778,BC,1108906,,,128,,,WHISTLER ROUNDHOUSE,-0.3,,,,12,,,,1997,1997-12-04 00:00:00,1108906.1997.12.4,,4,,,0,18.3,,,,0,0,,2,0,-2.5
-122.94722222222222,50.06777777777778,BC,1108906,,,126,,,WHISTLER ROUNDHOUSE,-1,,,,12,,,,1997,1997-12-05 00:00:00,1108906.1997.12.5,,5,,,0.3,19,,,,0.3,0,,2,0,-4
-122.94722222222222,50.06777777777778,BC,1108906,,,120,,,WHISTLER ROUNDHOUSE,1,,,,12,,,,1997,1997-12-06 00:00:00,1108906.1997.12.6,,6,,,0,17,,,,0,0,,3,0,-1
-122.94722222222222,50.06777777777778,BC,1108906,,,117,,,WHISTLER ROUNDHOUSE,-2.3,,,,12,,,,1997,1997-12-07 00:00:00,1108906.1997.12.7,,7,,,4,20.3,,,,4,0,,-1,0,-3.5
-122.94722222222222,50.06777777777778,BC,1108906,,,118,,,WHISTLER ROUNDHOUSE,-6.5,,,,12,,,T,1997,1997-12-08 00:00:00,1108906.1997.12.8,,8,,,0,24.5,,,T,0,0,,-5.5,0,-7.5
-122.94722222222222,50.06777777777778,BC,1108906,,,116,,,WHISTLER ROUNDHOUSE,-7,,,,12,,,,1997,1997-12-09 00:00:00,1108906.1997.12.9,,9,,,5,25,,,,5,0,,-4,0,-10
