x,y,PROVINCE_CODE,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG,LOCAL_YEAR,LOCAL_DATE,ID,MAX_TEMPERATURE_FLAG,LOCAL_DAY,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,MIN_TEMPERATURE
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,4.3,,,,10,,,M,1986,1986-10-11 00:00:00,301FFNJ.1986.10.11,,11,,,,13.7,,,M,,,M,12,0,-3.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,7.5,,,,10,,,M,1986,1986-10-12 00:00:00,301FFNJ.1986.10.12,,12,,,,10.5,,,M,,,M,19,0,-4
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,7.8,,,,10,,,M,1986,1986-10-13 00:00:00,301FFNJ.1986.10.13,,13,,,,10.2,,,M,,,M,16,0,-0.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,10,,,,10,,,M,1986,1986-10-14 00:00:00,301FFNJ.1986.10.14,,14,,,,8,,,M,,,M,21,0,-1
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,12.5,,,,10,,,M,1986,1986-10-15 00:00:00,301FFNJ.1986.10.15,,15,,,,5.5,,,M,,,M,23,0,2
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,11.3,,,,10,,,M,1986,1986-10-16 00:00:00,301FFNJ.1986.10.16,,16,,,,6.7,,,M,,,M,20,0,2.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,8.3,,,,10,,,M,1986,1986-10-17 00:00:00,301FFNJ.1986.10.17,,17,,,,9.7,,,M,,,M,16.5,0,0
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,6.5,,,,10,,,M,1986,1986-10-18 00:00:00,301FFNJ.1986.10.18,,18,,,,11.5,,,M,,,M,14,0,-1
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,6,,,,10,,,M,1986,1986-10-19 00:00:00,301FFNJ.1986.10.19,,19,,,,12,,,M,,,M,13.5,0,-1.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,9,,,,10,,,M,1986,1986-10-20 00:00:00,301FFNJ.1986.10.20,,20,,,,9,,,M,,,M,19.5,0,-1.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,9.5,,,,10,,,M,1986,1986-10-21 00:00:00,301FFNJ.1986.10.21,,21,,,,8.5,,,M,,,M,17.5,0,1.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,9.8,,,,10,,,,1986,1986-10-22 00:00:00,301FFNJ.1986.10.22,,22,,,0,8.2,,,,0,0,,17,0,2.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,8.5,,,,10,,,,1986,1986-10-23 00:00:00,301FFNJ.1986.10.23,,23,,,0,9.5,,,,0,0,,17,0,0
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,7,,,,10,,,,1986,1986-10-24 00:00:00,301FFNJ.1986.10.24,,24,,,0,11,,,,0,0,,16,0,-2
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,8,,,,10,,,,1986,1986-10-25 00:00:00,301FFNJ.1986.10.25,,25,,,0,10,,,,0,0,,18,0,-2
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,7,,,,10,,,,1986,1986-10-26 00:00:00,301FFNJ.1986.10.26,,26,,,0,11,,,,0,0,,15,0,-1
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,7,,,,10,,,T,1986,1986-10-27 00:00:00,301FFNJ.1986.10.27,,27,,,0,11,,,,4,4,,11,0,3
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,0,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,0.5,,,,10,,,,1986,1986-10-28 00:00:00,301FFNJ.1986.10.28,,28,,,1.5,17.5,,,,1.5,0,,2,0,-1
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-2.3,,,,10,,,,1986,1986-10-29 00:00:00,301FFNJ.1986.10.29,,29,,M,0,20.3,,,,0.4,0.4,,-1.5,0,-3
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-0.8,,,,10,,,,1986,1986-10-30 00:00:00,301FFNJ.1986.10.30,,30,,M,0,18.8,,,,0,0,,2,0,-3.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5,,,,10,,,,1986,1986-10-31 00:00:00,301FFNJ.1986.10.31,,31,,M,0,23,,,,0,0,,-1,0,-9
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-3.3,,,,11,,,,1986,1986-11-01 00:00:00,301FFNJ.1986.11.1,,1,,,0,21.3,,,,0,0,,5,0,-11.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,0,,,,11,,,,1986,1986-11-02 00:00:00,301FFNJ.1986.11.2,,2,,,0,18,,,,3.2,3.2,,10,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,5.5,,,,11,,,,1986,1986-11-03 00:00:00,301FFNJ.1986.11.3,,3,,,0,12.5,,,,0,0,,9,0,2
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,4.5,,,,11,,,,1986,1986-11-04 00:00:00,301FFNJ.1986.11.4,,4,,,0,13.5,,,,0,0,,10,0,-1
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,3.5,,,,11,,,,1986,1986-11-05 00:00:00,301FFNJ.1986.11.5,,5,,,0,14.5,,,,0,0,,7,0,0
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,1.3,,,,11,,,T,1986,1986-11-06 00:00:00,301FFNJ.1986.11.6,,6,,,0,16.7,,,,4,4,,5,0,-2.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-13.8,,,,11,,,T,1986,1986-11-07 00:00:00,301FFNJ.1986.11.7,,7,,,0,31.8,,,T,0,0,,-13,0,-14.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-15,,,,11,,,,1986,1986-11-08 00:00:00,301FFNJ.1986.11.8,,8,,,0,33,,,,0,0,,-13,0,-17
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-18.5,,,,11,,,,1986,1986-11-09 00:00:00,301FFNJ.1986.11.9,,9,,,0,36.5,,,,0,0,,-15,0,-22
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-18,,,,11,,,,1986,1986-11-10 00:00:00,301FFNJ.1986.11.10,,10,,,0,36,,,,0,0,,-11,0,-25
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-19.5,,,,11,,,,1986,1986-11-11 00:00:00,301FFNJ.1986.11.11,,11,,,0,37.5,,,,0,0,,-16,0,-23
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-18,,,,11,,,,1986,1986-11-12 00:00:00,301FFNJ.1986.11.12,,12,,,1,36,,,,1,0,,-10,0,-26
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-14.5,,,,11,,,,1986,1986-11-13 00:00:00,301FFNJ.1986.11.13,,13,,,0,32.5,,,,0,0,,-4.5,0,-24.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-13.3,,,,11,,,,1986,1986-11-14 00:00:00,301FFNJ.1986.11.14,,14,,,0,31.3,,,,0,0,,-6,0,-20.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-9.8,,,,11,,,,1986,1986-11-15 00:00:00,301FFNJ.1986.11.15,,15,,,0,27.8,,,,0,0,,0.5,0,-20
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-9.3,,,,11,,,T,1986,1986-11-16 00:00:00,301FFNJ.1986.11.16,,16,,,0,27.3,,,T,0,0,,-8.5,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,M,M,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,,,,,11,,,,1986,1986-11-17 00:00:00,301FFNJ.1986.11.17,M,17,,,4.2,,,M,,4.2,0,,,,-17
-113.53333333333333,53.516666666666666,AB,301FFNJ,M,M,,,M,UNIVERSITY OF ALBERTA METABOLIC CENTRE,,,,,11,,,,1986,1986-11-18 00:00:00,301FFNJ.1986.11.18,,18,,,6.8,,,M,,6.8,0,,-17,,
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-17,,,,11,,,,1986,1986-11-19 00:00:00,301FFNJ.1986.11.19,,19,,,2.4,35,,,,2.4,0,,-13,0,-21
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-15.5,,,,11,,,,1986,1986-11-20 00:00:00,301FFNJ.1986.11.20,,20,,,0,33.5,,,,0,0,,-9,0,-22
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-10.3,,,,11,,,,1986,1986-11-21 00:00:00,301FFNJ.1986.11.21,,21,,,0,28.3,,,,0,0,,-5,0,-15.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-7.3,,,,11,,,,1986,1986-11-22 00:00:00,301FFNJ.1986.11.22,,22,,,0,25.3,,,,0,0,,-4.5,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-6.3,,,,11,,,,1986,1986-11-23 00:00:00,301FFNJ.1986.11.23,E,23,,,0,24.3,,,,0,0,,4.5,0,-17
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,0,,,,11,,,,1986,1986-11-24 00:00:00,301FFNJ.1986.11.24,E,24,,,0,18,,,,0,0,,5,0,-5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-2,,,,11,,,,1986,1986-11-25 00:00:00,301FFNJ.1986.11.25,,25,,,0,20,,,,0,0,,4,0,-8
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-1.8,,,,11,,,,1986,1986-11-26 00:00:00,301FFNJ.1986.11.26,,26,,,0,19.8,,,,0,0,,4.5,0,-8
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.3,,,,11,,,,1986,1986-11-27 00:00:00,301FFNJ.1986.11.27,,27,,,0,23.3,,,,0,0,,-2,0,-8.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-8.3,,,,11,,,,1986,1986-11-28 00:00:00,301FFNJ.1986.11.28,,28,,,0,26.3,,,,0,0,,-2.5,0,-14
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-10,,,,11,,,,1986,1986-11-29 00:00:00,301FFNJ.1986.11.29,,29,,,0,28,,,,0,0,,-5,0,-15
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-8,,,,11,,,,1986,1986-11-30 00:00:00,301FFNJ.1986.11.30,,30,,,0,26,,,,0,0,,-2,0,-14
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-6.5,,,,12,,,,1986,1986-12-01 00:00:00,301FFNJ.1986.12.1,,1,,,1.4,24.5,,,,1.4,0,,-1,0,-12
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-9,,,,12,,,,1986,1986-12-02 00:00:00,301FFNJ.1986.12.2,,2,,,0,27,,,,0,0,,-5,0,-13
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-14.3,,,,12,,,,1986,1986-12-03 00:00:00,301FFNJ.1986.12.3,,3,,,0,32.3,,,,0,0,,-10,0,-18.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-13,,,,12,,,,1986,1986-12-04 00:00:00,301FFNJ.1986.12.4,,4,,,0,31,,,,0,0,,-4.5,0,-21.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-12.5,,,,12,,,,1986,1986-12-05 00:00:00,301FFNJ.1986.12.5,,5,,,0,30.5,,,,0,0,,-6,0,-19
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-7.8,,,,12,,,,1986,1986-12-06 00:00:00,301FFNJ.1986.12.6,,6,,,0,25.8,,,,0,0,,2.5,0,-18
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-6.8,,,,12,,,T,1986,1986-12-07 00:00:00,301FFNJ.1986.12.7,,7,,,0,24.8,,,T,0,0,,3,0,-16.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-6,,,,12,,,,1986,1986-12-08 00:00:00,301FFNJ.1986.12.8,,8,,,0,24,,,,0,0,,-6,0,-6
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-7.8,,,,12,,,,1986,1986-12-09 00:00:00,301FFNJ.1986.12.9,,9,,,0,25.8,,,,0,0,,3.5,0,-19
-113.53333333333333,53.516666666666666,AB,301FFNJ,M,M,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,,,,,12,,,,1986,1986-12-10 00:00:00,301FFNJ.1986.12.10,M,10,,,0,,,M,,0,0,,,,-17.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,M,M,,,M,UNIVERSITY OF ALBERTA METABOLIC CENTRE,,,,,12,,,,1986,1986-12-11 00:00:00,301FFNJ.1986.12.11,,11,,,0,,,M,,0,0,,2,,
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,E,UNIVERSITY OF ALBERTA METABOLIC CENTRE,0,,,,12,,,,1986,1986-12-12 00:00:00,301FFNJ.1986.12.12,,12,,,0,18,,,,0,0,,5,0,-5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.5,,,,12,,,,1986,1986-12-13 00:00:00,301FFNJ.1986.12.13,,13,,,0,23.5,,,,0,0,,1,0,-12
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-8.8,,,,12,,,,1986,1986-12-14 00:00:00,301FFNJ.1986.12.14,,14,,,0,26.8,,,,0,0,,-4.5,0,-13
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.3,,,,12,,,,1986,1986-12-15 00:00:00,301FFNJ.1986.12.15,,15,,,0,23.3,,,,0,0,,2.5,0,-13
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-4,,,,12,,,,1986,1986-12-16 00:00:00,301FFNJ.1986.12.16,,16,,,0,22,,,,0,0,,3.5,0,-11.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.8,,,,12,,,,1986,1986-12-17 00:00:00,301FFNJ.1986.12.17,,17,,,0,23.8,,,,0,0,,-1,0,-10.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-4.3,,,,12,,,,1986,1986-12-18 00:00:00,301FFNJ.1986.12.18,,18,,,0,22.3,,,,0,0,,-1,0,-7.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.5,,,,12,,,,1986,1986-12-19 00:00:00,301FFNJ.1986.12.19,,19,,,0,23.5,,,,0,0,,-1,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-7.5,,,,12,,,,1986,1986-12-20 00:00:00,301FFNJ.1986.12.20,,20,,,0,25.5,,,,0,0,,-2,0,-13
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.5,,,,12,,,,1986,1986-12-21 00:00:00,301FFNJ.1986.12.21,,21,,,0,23.5,,,,0,0,,2,0,-13
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,E,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-4,,,,12,,,,1986,1986-12-22 00:00:00,301FFNJ.1986.12.22,,22,,,0,22,,,,0,0,,2,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-6.5,,,,12,,,,1986,1986-12-23 00:00:00,301FFNJ.1986.12.23,,23,,,0,24.5,,,,0,0,,-1.5,0,-11.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-4,,,,12,,,,1986,1986-12-24 00:00:00,301FFNJ.1986.12.24,,24,,,0,22,,,,0,0,,0,0,-8
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.5,,,,12,,,,1986,1986-12-25 00:00:00,301FFNJ.1986.12.25,,25,,,0,23.5,,,,0,0,,-1,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-2,,,,12,,,,1986,1986-12-26 00:00:00,301FFNJ.1986.12.26,,26,,,0,20,,,,0,0,,5,0,-9
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-2.5,,,,12,,,,1986,1986-12-27 00:00:00,301FFNJ.1986.12.27,,27,,,0,20.5,,,,0,0,,1,0,-6
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-3.5,,,,12,,,,1986,1986-12-28 00:00:00,301FFNJ.1986.12.28,,28,,,0,21.5,,,,0,0,,1,0,-8
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-1.5,,,,12,,,,1986,1986-12-29 00:00:00,301FFNJ.1986.12.29,,29,,,0.6,19.5,,,,0.6,0,,5,0,-8
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-0.3,,,,12,,,,1986,1986-12-30 00:00:00,301FFNJ.1986.12.30,,30,,,0,18.3,,,,0,0,,2,0,-2.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,E,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-7,,,,12,,,,1986,1986-12-31 00:00:00,301FFNJ.1986.12.31,,31,,,0,25,,,,0,0,,-2,0,-12
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-5.8,,,,1,,,,1987,1987-01-01 00:00:00,301FFNJ.1987.1.1,,1,,,0,23.8,,,,0,0,,0.5,0,-12
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-4.3,,,,1,,,,1987,1987-01-02 00:00:00,301FFNJ.1987.1.2,,2,,,0,22.3,,,,0,0,,1.5,0,-10
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-4,,,,1,,,,1987,1987-01-03 00:00:00,301FFNJ.1987.1.3,,3,,,0,22,,,,0,0,,-1,0,-7
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-0.8,,,,1,,,,1987,1987-01-04 00:00:00,301FFNJ.1987.1.4,,4,,,0,18.8,,,,0,0,,6,0,-7.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-8,,,,1,,,,1987,1987-01-05 00:00:00,301FFNJ.1987.1.5,,5,,,0,26,,,,0,0,,-3,0,-13
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-9,,,,1,,,,1987,1987-01-06 00:00:00,301FFNJ.1987.1.6,,6,,,0,27,,,,0,0,,-4.5,0,-13.5
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-7.8,,,,1,,,,1987,1987-01-07 00:00:00,301FFNJ.1987.1.7,,7,,,0,25.8,,,,0,0,,-3.5,0,-12
-113.53333333333333,53.516666666666666,AB,301FFNJ,,,,,,UNIVERSITY OF ALBERTA METABOLIC CENTRE,-8,,,,1,,,,1987,1987-01-08 00:00:00,301FFNJ.1987.1.8,,8,,,0,26,,,,0,0,,-3,0,-13
