x,y,SNOW_ON_GROUND,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS,ID,COOLING_DEGREE_DAYS,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,MIN_TEMPERATURE,STATION_NAME,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,LOCAL_DATE,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,DIRECTION_MAX_GUST,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,MIN_REL_HUMIDITY_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION,TOTAL_SNOW,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG
-120.18194444444444,55.74166666666667,0,0,,0.8,1182285.1995.9.3,0,9,,1995,10.8,DAWSON CREEK A,1182285,,1995-09-03 00:00:00,3,,17.2,,23.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,5.2,1182285.1995.9.4,0,9,,1995,0.1,DAWSON CREEK A,1182285,,1995-09-04 00:00:00,4,,12.8,,25.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,6,1182285.1995.9.5,0,9,,1995,4.7,DAWSON CREEK A,1182285,,1995-09-05 00:00:00,5,,12,,19.2,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,7.4,1182285.1995.9.6,0,9,,1995,-0.4,DAWSON CREEK A,1182285,,1995-09-06 00:00:00,6,,10.6,,21.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,5.4,1182285.1995.9.7,0,9,,1995,1.3,DAWSON CREEK A,1182285,,1995-09-07 00:00:00,7,,12.6,,23.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,4,1182285.1995.9.8,0,9,,1995,1.1,DAWSON CREEK A,1182285,,1995-09-08 00:00:00,8,,14,,26.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,1.4,1182285.1995.9.9,0,9,,1995,5.1,DAWSON CREEK A,1182285,,1995-09-09 00:00:00,9,,16.6,,28,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,0,1182285.1995.9.10,0.4,9,,1995,11.9,DAWSON CREEK A,1182285,,1995-09-10 00:00:00,10,,18.4,,24.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,0,1182285.1995.9.11,0.3,9,,1995,16.6,DAWSON CREEK A,1182285,,1995-09-11 00:00:00,11,,18.3,,19.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,2.4,1182285.1995.9.12,0,9,,1995,9.5,DAWSON CREEK A,1182285,,1995-09-12 00:00:00,12,,15.6,,21.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,7.5,1182285.1995.9.13,0,9,,1995,-0.7,DAWSON CREEK A,1182285,,1995-09-13 00:00:00,13,,10.5,,21.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,4.4,,5.6,1182285.1995.9.14,0,9,,1995,2.6,DAWSON CREEK A,1182285,,1995-09-14 00:00:00,14,,12.4,,22.1,,,,,,BC,,,,,,4.4,0,,
-120.18194444444444,55.74166666666667,0,0,,8.1,1182285.1995.9.15,0,9,T,1995,6.6,DAWSON CREEK A,1182285,,1995-09-15 00:00:00,15,,9.9,,13.1,,,,T,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,9.4,1182285.1995.9.16,0,9,,1995,2.5,DAWSON CREEK A,1182285,,1995-09-16 00:00:00,16,,8.6,,14.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,5,,14.7,1182285.1995.9.17,0,9,,1995,0.6,DAWSON CREEK A,1182285,,1995-09-17 00:00:00,17,,3.3,,5.9,,,,,,BC,,,,,,5,0,,
-120.18194444444444,55.74166666666667,0,0,,16.4,1182285.1995.9.18,0,9,,1995,-6.8,DAWSON CREEK A,1182285,,1995-09-18 00:00:00,18,,1.6,,9.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,14.5,1182285.1995.9.19,0,9,,1995,-8.4,DAWSON CREEK A,1182285,,1995-09-19 00:00:00,19,,3.5,,15.4,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,12.9,1182285.1995.9.20,0,9,,1995,-7.9,DAWSON CREEK A,1182285,,1995-09-20 00:00:00,20,,5.1,,18,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,8.7,1182285.1995.9.21,0,9,,1995,-6.1,DAWSON CREEK A,1182285,,1995-09-21 00:00:00,21,,9.3,,24.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,4.6,1182285.1995.9.22,0,9,,1995,1.2,DAWSON CREEK A,1182285,,1995-09-22 00:00:00,22,,13.4,,25.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,4.8,1182285.1995.9.23,0,9,,1995,0.2,DAWSON CREEK A,1182285,,1995-09-23 00:00:00,23,,13.2,,26.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,4.5,1182285.1995.9.24,0,9,,1995,-0.4,DAWSON CREEK A,1182285,,1995-09-24 00:00:00,24,,13.5,,27.4,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,4.5,1182285.1995.9.25,0,9,,1995,0.7,DAWSON CREEK A,1182285,,1995-09-25 00:00:00,25,,13.5,,26.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,5.7,1182285.1995.9.26,0,9,,1995,0,DAWSON CREEK A,1182285,,1995-09-26 00:00:00,26,,12.3,,24.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0.8,,4.5,1182285.1995.9.27,0,9,,1995,9.1,DAWSON CREEK A,1182285,,1995-09-27 00:00:00,27,,13.5,,17.8,,,,,,BC,,,,,,0.8,0,,
-120.18194444444444,55.74166666666667,0,2.6,,8.7,1182285.1995.9.28,0,9,,1995,5,DAWSON CREEK A,1182285,,1995-09-28 00:00:00,28,,9.3,,13.5,,,,,,BC,,,,,,2.6,0,,
-120.18194444444444,55.74166666666667,0,0,,7.9,1182285.1995.9.29,0,9,,1995,2.1,DAWSON CREEK A,1182285,,1995-09-29 00:00:00,29,,10.1,,18.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,8.5,1182285.1995.9.30,0,9,T,1995,4,DAWSON CREEK A,1182285,,1995-09-30 00:00:00,30,,9.5,,15,,,,T,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,9.1,1182285.1995.10.1,0,10,,1995,3.3,DAWSON CREEK A,1182285,,1995-10-01 00:00:00,1,,8.9,,14.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,10.2,1182285.1995.10.2,0,10,,1995,0.6,DAWSON CREEK A,1182285,,1995-10-02 00:00:00,2,,7.8,,14.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0.6,,11.6,1182285.1995.10.3,0,10,,1995,1.6,DAWSON CREEK A,1182285,,1995-10-03 00:00:00,3,,6.4,,11.2,,,,,,BC,,,,,,0.6,0,,
-120.18194444444444,55.74166666666667,0,0.4,,14.8,1182285.1995.10.4,0,10,,1995,-7.2,DAWSON CREEK A,1182285,,1995-10-04 00:00:00,4,,3.2,,13.6,,,,,,BC,,,,,,0.4,0,,
-120.18194444444444,55.74166666666667,0,0.4,,12,1182285.1995.10.5,0,10,,1995,-1.4,DAWSON CREEK A,1182285,,1995-10-05 00:00:00,5,,6,,13.3,,,,,,BC,,,,,,0.4,0,,
-120.18194444444444,55.74166666666667,0,0,,9.1,1182285.1995.10.6,0,10,,1995,4,DAWSON CREEK A,1182285,,1995-10-06 00:00:00,6,,8.9,,13.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,12.4,1182285.1995.10.7,0,10,,1995,-2.4,DAWSON CREEK A,1182285,,1995-10-07 00:00:00,7,,5.6,,13.6,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,8.3,1182285.1995.10.8,0,10,,1995,6,DAWSON CREEK A,1182285,,1995-10-08 00:00:00,8,,9.7,,13.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,10.2,1182285.1995.10.9,0,10,,1995,1.8,DAWSON CREEK A,1182285,,1995-10-09 00:00:00,9,,7.8,,13.8,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0.2,,12.6,1182285.1995.10.10,0,10,,1995,-0.1,DAWSON CREEK A,1182285,,1995-10-10 00:00:00,10,,5.4,,10.9,,,,,,BC,,,,,,0.2,0,,
-120.18194444444444,55.74166666666667,0,0,,14.6,1182285.1995.10.11,0,10,,1995,-5.1,DAWSON CREEK A,1182285,,1995-10-11 00:00:00,11,,3.4,,11.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,16.1,1182285.1995.10.12,0,10,,1995,-8.5,DAWSON CREEK A,1182285,,1995-10-12 00:00:00,12,,1.9,,12.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,11.3,1182285.1995.10.13,0,10,T,1995,-1.2,DAWSON CREEK A,1182285,,1995-10-13 00:00:00,13,,6.7,,14.5,,,,T,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,9,1182285.1995.10.14,0,10,,1995,3.5,DAWSON CREEK A,1182285,,1995-10-14 00:00:00,14,,9,,14.5,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,7.8,,17.3,1182285.1995.10.15,0,10,,1995,-6.6,DAWSON CREEK A,1182285,,1995-10-15 00:00:00,15,,0.7,,7.9,,,,,,BC,,,,,,13,5.2,,
-120.18194444444444,55.74166666666667,3,0,,19.8,1182285.1995.10.16,0,10,,1995,-2.5,DAWSON CREEK A,1182285,,1995-10-16 00:00:00,16,,-1.8,,-1.1,,,,,,BC,,,,,,2.4,2.4,,
-120.18194444444444,55.74166666666667,5,0.2,,16.9,1182285.1995.10.17,0,10,,1995,-2.5,DAWSON CREEK A,1182285,,1995-10-17 00:00:00,17,,1.1,,4.6,,,,,,BC,,,,,,0.6,0.4,,
-120.18194444444444,55.74166666666667,2,0,,13.9,1182285.1995.10.18,0,10,,1995,-1,DAWSON CREEK A,1182285,,1995-10-18 00:00:00,18,,4.1,,9.2,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,12,1182285.1995.10.19,0,10,T,1995,3.3,DAWSON CREEK A,1182285,,1995-10-19 00:00:00,19,,6,,8.6,,,,T,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,11.4,1182285.1995.10.20,0,10,,1995,3,DAWSON CREEK A,1182285,,1995-10-20 00:00:00,20,,6.6,,10.1,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,15.9,1182285.1995.10.21,0,10,,1995,-5.2,DAWSON CREEK A,1182285,,1995-10-21 00:00:00,21,,2.1,,9.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,17.6,1182285.1995.10.22,0,10,,1995,-8.9,DAWSON CREEK A,1182285,,1995-10-22 00:00:00,22,,0.4,,9.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,14.9,1182285.1995.10.23,0,10,T,1995,-2.9,DAWSON CREEK A,1182285,,1995-10-23 00:00:00,23,,3.1,,9,,,,T,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,13.5,1182285.1995.10.24,0,10,,1995,-1.4,DAWSON CREEK A,1182285,,1995-10-24 00:00:00,24,,4.5,,10.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,1,,12.6,1182285.1995.10.25,0,10,,1995,-0.3,DAWSON CREEK A,1182285,,1995-10-25 00:00:00,25,,5.4,,11.1,,,,,,BC,,,,,,1,0,,
-120.18194444444444,55.74166666666667,0,0,,11.8,1182285.1995.10.26,0,10,,1995,2.7,DAWSON CREEK A,1182285,,1995-10-26 00:00:00,26,,6.2,,9.7,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,14.2,1182285.1995.10.27,0,10,T,1995,0.3,DAWSON CREEK A,1182285,,1995-10-27 00:00:00,27,,3.8,,7.2,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,0,0,,22.6,1182285.1995.10.28,0,10,,1995,-9.7,DAWSON CREEK A,1182285,,1995-10-28 00:00:00,28,,-4.6,,0.5,,,,,,BC,,,,,,0.2,0.2,,
-120.18194444444444,55.74166666666667,0,0,,20,1182285.1995.10.29,0,10,T,1995,-9.2,DAWSON CREEK A,1182285,,1995-10-29 00:00:00,29,,-2,,5.2,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,0,0,,23.2,1182285.1995.10.30,0,10,,1995,-11.7,DAWSON CREEK A,1182285,,1995-10-30 00:00:00,30,,-5.2,,1.3,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,26.5,1182285.1995.10.31,0,10,T,1995,-14.5,DAWSON CREEK A,1182285,,1995-10-31 00:00:00,31,,-8.5,,-2.5,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,0,0,,23.3,1182285.1995.11.1,0,11,,1995,-12.5,DAWSON CREEK A,1182285,,1995-11-01 00:00:00,1,,-5.3,,1.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,20.8,1182285.1995.11.2,0,11,,1995,-13.4,DAWSON CREEK A,1182285,,1995-11-02 00:00:00,2,,-2.8,,7.9,,,,,,BC,,,,,,0,0,,
-120.18194444444444,55.74166666666667,0,0,,18.5,1182285.1995.11.3,0,11,T,1995,-6.5,DAWSON CREEK A,1182285,,1995-11-03 00:00:00,3,,-0.5,,5.5,,,,,,BC,,,,,,0,0,,T
-120.18194444444444,55.74166666666667,0,0,,16.4,1182285.1995.11.4,0,11,,1995,-4,DAWSON CREEK A,1182285,T,1995-11-04 00:00:00,4,,1.6,,7.1,,,,,,BC,,,,,,1.4,1.4,,
-120.18194444444444,55.74166666666667,1,0,,22.6,1182285.1995.11.5,0,11,,1995,-5.7,DAWSON CREEK A,1182285,,1995-11-05 00:00:00,5,,-4.6,,-3.5,,,,,,BC,,,,,,7,7,,
-120.18194444444444,55.74166666666667,7,0,,33.4,1182285.1995.11.6,0,11,,1995,-21.4,DAWSON CREEK A,1182285,,1995-11-06 00:00:00,6,,-15.4,,-9.4,,,,,,BC,,,,,,0.4,0.4,,
-120.18194444444444,55.74166666666667,5,0,,34.8,1182285.1995.11.7,0,11,,1995,-22.7,DAWSON CREEK A,1182285,,1995-11-07 00:00:00,7,,-16.8,,-10.8,,,,,,BC,,,,,,3.4,3.4,,
-120.18194444444444,55.74166666666667,6,0,,31.8,1182285.1995.11.8,0,11,,1995,-14.9,DAWSON CREEK A,1182285,,1995-11-08 00:00:00,8,,-13.8,,-12.6,,,,,,BC,,,,,,12.6,12.6,,
-120.18194444444444,55.74166666666667,14,0,,37.6,1182285.1995.11.9,0,11,,1995,-23.7,DAWSON CREEK A,1182285,,1995-11-09 00:00:00,9,,-19.6,,-15.5,,,,,,BC,,,,,,0.8,0.8,,
-120.18194444444444,55.74166666666667,15,0,,35.9,1182285.1995.11.10,0,11,,1995,-22.1,DAWSON CREEK A,1182285,,1995-11-10 00:00:00,10,,-17.9,,-13.6,,,,,,BC,,,,,,2.7,2.7,,
-120.18194444444444,55.74166666666667,16,0,,33.3,1182285.1995.11.11,0,11,,1995,-19.7,DAWSON CREEK A,1182285,,1995-11-11 00:00:00,11,,-15.3,,-10.9,,,,,,BC,,,,,,0.2,0.2,,
