x,y,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST,LOCAL_DAY,TOTAL_PRECIPITATION_FLAG,STATION_NAME,LOCAL_YEAR,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,TOTAL_RAIN_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,LOCAL_DATE,TOTAL_SNOW,ID,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,PROVINCE_CODE,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1985,,,,,,0.5,,,,0,,,8,,,0.5,,1985-08-01 00:00:00,0,3060903.1985.8.1,,,AB,,,,
-117.86666666666666,53.35,3060903,,,2,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-02 00:00:00,0,3060903.1985.8.2,,,AB,,,,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1985,,,,,,1,,,,0,,,8,,,1,,1985-08-03 00:00:00,0,3060903.1985.8.3,,,AB,,,,
-117.86666666666666,53.35,3060903,,,4,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-04 00:00:00,0,3060903.1985.8.4,,,AB,,,,
-117.86666666666666,53.35,3060903,,,5,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-05 00:00:00,0,3060903.1985.8.5,,,AB,,,,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1985,,,,,,3,,,,0,,,8,,,3,,1985-08-06 00:00:00,0,3060903.1985.8.6,,,AB,,,,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1985,,,,,,28.6,,,,0,,,8,,,28.6,,1985-08-07 00:00:00,0,3060903.1985.8.7,,,AB,,,,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1985,,,,,,0.6,,,,0,,,8,,,0.6,,1985-08-08 00:00:00,0,3060903.1985.8.8,,,AB,,,,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1985,,,,,,10.9,,,,0,,,8,,,10.9,,1985-08-09 00:00:00,0,3060903.1985.8.9,,,AB,,,,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1985,,,,,,0.3,,,,0,,,8,,,0.3,,1985-08-10 00:00:00,0,3060903.1985.8.10,,,AB,,,,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1985,,,,,,7.2,,,,0,,,8,,,7.2,,1985-08-11 00:00:00,0,3060903.1985.8.11,,,AB,,,,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1985,,,,,,0.5,,,,0,,,8,,,0.5,,1985-08-12 00:00:00,0,3060903.1985.8.12,,,AB,,,,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1985,,,,,,0.6,,,,0,,,8,,,0.6,,1985-08-13 00:00:00,0,3060903.1985.8.13,,,AB,,,,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1985,,,,,,9.8,,,,0,,,8,,,9.8,,1985-08-14 00:00:00,0,3060903.1985.8.14,,,AB,,,,
-117.86666666666666,53.35,3060903,,,15,,BRULE BLACK CAT,1985,,,,,,4.2,,,,0,,,8,,,4.2,,1985-08-15 00:00:00,0,3060903.1985.8.15,,,AB,,,,
-117.86666666666666,53.35,3060903,,,16,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-16 00:00:00,0,3060903.1985.8.16,,,AB,,,,
-117.86666666666666,53.35,3060903,,,17,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-17 00:00:00,0,3060903.1985.8.17,,,AB,,,,
-117.86666666666666,53.35,3060903,,,18,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,8,,,0,,1985-08-18 00:00:00,0,3060903.1985.8.18,,,AB,,,,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1985,,,,,,12.6,,,,0,,,8,,,12.6,,1985-08-19 00:00:00,0,3060903.1985.8.19,,,AB,,,,
-117.86666666666666,53.35,3060903,,,20,,BRULE BLACK CAT,1985,,,,,,6.5,,,,0,,,8,,,6.5,,1985-08-20 00:00:00,0,3060903.1985.8.20,,,AB,,,,
-117.86666666666666,53.35,3060903,,,21,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,8,,,0,,1985-08-21 00:00:00,0,3060903.1985.8.21,,,AB,,,,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,8,,,0,,1985-08-22 00:00:00,0,3060903.1985.8.22,,,AB,,,,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1985,,,,,,0.6,,,,0,,,8,,,0.6,,1985-08-23 00:00:00,0,3060903.1985.8.23,,,AB,,,,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1985,,,,,,1,,,,0,,,8,,,1,,1985-08-24 00:00:00,0,3060903.1985.8.24,,,AB,,,,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1985,,,,,,0.3,,,,0,,,8,,,0.3,,1985-08-25 00:00:00,0,3060903.1985.8.25,,,AB,,,,
-117.86666666666666,53.35,3060903,,,26,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-26 00:00:00,0,3060903.1985.8.26,,,AB,,,,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1985,,,,,,0.2,,,,0,,,8,,,0.2,,1985-08-27 00:00:00,0,3060903.1985.8.27,,,AB,,,,
-117.86666666666666,53.35,3060903,,,28,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,8,,,0,,1985-08-28 00:00:00,0,3060903.1985.8.28,,,AB,,,,
-117.86666666666666,53.35,3060903,,,29,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,8,,,0,,1985-08-29 00:00:00,0,3060903.1985.8.29,,,AB,,,,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1985,,,,,,1.6,,,,0,,,8,,,1.6,,1985-08-30 00:00:00,0,3060903.1985.8.30,,,AB,,,,
-117.86666666666666,53.35,3060903,,,31,,BRULE BLACK CAT,1985,,,,,,0.3,,,,0,,,8,,,0.3,,1985-08-31 00:00:00,0,3060903.1985.8.31,,,AB,,,,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1985,,,,,,3.4,,,,0,,,9,,,3.4,,1985-09-01 00:00:00,0,3060903.1985.9.1,,,AB,,,,
-117.86666666666666,53.35,3060903,,,2,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,9,,,0,,1985-09-02 00:00:00,0,3060903.1985.9.2,,,AB,,,,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1985,,,,,,5.2,,,,0,,,9,,,5.2,,1985-09-03 00:00:00,0,3060903.1985.9.3,,,AB,,,,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1985,,,,,,3.4,,,,0,,,9,,,3.4,,1985-09-04 00:00:00,0,3060903.1985.9.4,,,AB,,,,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1985,,,,,,12.4,,,,0,,,9,,,9.6,,1985-09-05 00:00:00,2.8,3060903.1985.9.5,,,AB,,,,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1985,,,,,,7.4,,,,,,,9,,,2.4,,1985-09-06 00:00:00,5,3060903.1985.9.6,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,9,,,0,,1985-09-07 00:00:00,0,3060903.1985.9.7,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,9,,,0,,1985-09-08 00:00:00,0,3060903.1985.9.8,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,9,,,0,,1985-09-09 00:00:00,0,3060903.1985.9.9,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,10,T,BRULE BLACK CAT,1985,,,,,,0,,,,,,T,9,,,0,,1985-09-10 00:00:00,0,3060903.1985.9.10,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1985,,,,,,0.4,,,,,,,9,,,0.4,,1985-09-11 00:00:00,0,3060903.1985.9.11,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1985,,,,,,25.2,,,,,,,9,,,25.2,,1985-09-12 00:00:00,0,3060903.1985.9.12,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1985,,,,,,0.2,,,,,,,9,,,0.2,,1985-09-13 00:00:00,0,3060903.1985.9.13,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1985,,,,,,1,,,,,,,9,,,1,,1985-09-14 00:00:00,0,3060903.1985.9.14,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,15,,BRULE BLACK CAT,1985,,,,,,5,,,,,,,9,,,5,,1985-09-15 00:00:00,0,3060903.1985.9.15,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,16,,BRULE BLACK CAT,1985,,,,,,1.5,,,,,,,9,,,1.5,,1985-09-16 00:00:00,0,3060903.1985.9.16,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,17,,BRULE BLACK CAT,1985,,,,,,6.8,,,,,,,9,,,3.4,,1985-09-17 00:00:00,3.4,3060903.1985.9.17,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,18,T,BRULE BLACK CAT,1985,,,,,,0,,,,,,T,9,,,0,,1985-09-18 00:00:00,0,3060903.1985.9.18,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1985,,,,,,4.5,,,,,,,9,,,3.5,,1985-09-19 00:00:00,1,3060903.1985.9.19,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,20,,BRULE BLACK CAT,1985,,,,,,0.4,,,,,,,9,,,0.4,,1985-09-20 00:00:00,0,3060903.1985.9.20,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,21,,BRULE BLACK CAT,1985,,,,,,4.5,,,,,,,9,,,4.5,,1985-09-21 00:00:00,0,3060903.1985.9.21,,,AB,,M,,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1985,,,,,,1,,,,0,,,9,,,1,,1985-09-22 00:00:00,0,3060903.1985.9.22,,,AB,,,,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,9,,,0,,1985-09-23 00:00:00,0,3060903.1985.9.23,,,AB,,,,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1985,,,,,,0.2,,,,0,,,9,,,0.2,,1985-09-24 00:00:00,0,3060903.1985.9.24,,,AB,,,,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1985,,,,,,2,,,,0,,,9,,,2,,1985-09-25 00:00:00,0,3060903.1985.9.25,,,AB,,,,
-117.86666666666666,53.35,3060903,,,26,,BRULE BLACK CAT,1985,,,T,,,0.8,,,,0,,,9,,,0.8,,1985-09-26 00:00:00,0,3060903.1985.9.26,,,AB,,,,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,9,,,0,,1985-09-27 00:00:00,0,3060903.1985.9.27,,,AB,,,,
-117.86666666666666,53.35,3060903,,,28,,BRULE BLACK CAT,1985,,,,,,0.2,,,,0,,,9,,,0.2,,1985-09-28 00:00:00,0,3060903.1985.9.28,,,AB,,,,
-117.86666666666666,53.35,3060903,,,29,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,9,,,0,,1985-09-29 00:00:00,0,3060903.1985.9.29,,,AB,,,,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,9,,,0,,1985-09-30 00:00:00,0,3060903.1985.9.30,,,AB,,,,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-01 00:00:00,0,3060903.1985.10.1,,,AB,,,,
-117.86666666666666,53.35,3060903,,,2,,BRULE BLACK CAT,1985,,,,,,1.6,,,,0,,,10,,,1.6,,1985-10-02 00:00:00,0,3060903.1985.10.2,,,AB,,,,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-03 00:00:00,0,3060903.1985.10.3,,,AB,,,,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-04 00:00:00,0,3060903.1985.10.4,,,AB,,,,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1985,,,,,,1,,,,0,,,10,,,0,,1985-10-05 00:00:00,1,3060903.1985.10.5,,,AB,,,,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1985,,,,,,8,,,,0,,,10,,,0,,1985-10-06 00:00:00,8,3060903.1985.10.6,,,AB,,,,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-07 00:00:00,0,3060903.1985.10.7,,,AB,,,,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-08 00:00:00,0,3060903.1985.10.8,,,AB,,,,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-09 00:00:00,0,3060903.1985.10.9,,,AB,,,,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-10 00:00:00,0,3060903.1985.10.10,,,AB,,,,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-11 00:00:00,0,3060903.1985.10.11,,,AB,,,,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-12 00:00:00,0,3060903.1985.10.12,,,AB,,,,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-13 00:00:00,0,3060903.1985.10.13,,,AB,,,,
-117.86666666666666,53.35,3060903,,,14,T,BRULE BLACK CAT,1985,,,,,,0,,,,0,,T,10,,,0,,1985-10-14 00:00:00,0,3060903.1985.10.14,,,AB,,,,
-117.86666666666666,53.35,3060903,,,15,,BRULE BLACK CAT,1985,,,,,,9.1,,,,0,,,10,,,7.1,,1985-10-15 00:00:00,2,3060903.1985.10.15,,,AB,,,,
-117.86666666666666,53.35,3060903,,,16,,BRULE BLACK CAT,1985,,,,,,6,,,,0,,,10,,,6,,1985-10-16 00:00:00,0,3060903.1985.10.16,,,AB,,,,
-117.86666666666666,53.35,3060903,,,17,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-17 00:00:00,0,3060903.1985.10.17,,,AB,,,,
-117.86666666666666,53.35,3060903,,,18,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-18 00:00:00,0,3060903.1985.10.18,,,AB,,,,
-117.86666666666666,53.35,3060903,,,19,,BRULE BLACK CAT,1985,,,,,,1,,,,0,,,10,,,1,,1985-10-19 00:00:00,0,3060903.1985.10.19,,,AB,,,,
-117.86666666666666,53.35,3060903,,,20,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-20 00:00:00,0,3060903.1985.10.20,,,AB,,,,
-117.86666666666666,53.35,3060903,,,21,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-21 00:00:00,0,3060903.1985.10.21,,,AB,,,,
-117.86666666666666,53.35,3060903,,,22,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-22 00:00:00,0,3060903.1985.10.22,,,AB,,,,
-117.86666666666666,53.35,3060903,,,23,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-23 00:00:00,0,3060903.1985.10.23,,,AB,,,,
-117.86666666666666,53.35,3060903,,,24,,BRULE BLACK CAT,1985,,,,,,0.2,,,,0,,,10,,,0,,1985-10-24 00:00:00,0.2,3060903.1985.10.24,,,AB,,,,
-117.86666666666666,53.35,3060903,,,25,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-25 00:00:00,0,3060903.1985.10.25,,,AB,,,,
-117.86666666666666,53.35,3060903,,,26,T,BRULE BLACK CAT,1985,,,T,,,0,,,,0,,,10,,,0,,1985-10-26 00:00:00,0,3060903.1985.10.26,,,AB,,,,
-117.86666666666666,53.35,3060903,,,27,,BRULE BLACK CAT,1985,,,,,,14.2,,,,0,,,10,,,0,,1985-10-27 00:00:00,14.2,3060903.1985.10.27,,,AB,,,,
-117.86666666666666,53.35,3060903,,,28,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-28 00:00:00,0,3060903.1985.10.28,,,AB,,,,
-117.86666666666666,53.35,3060903,,,29,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-29 00:00:00,0,3060903.1985.10.29,,,AB,,,,
-117.86666666666666,53.35,3060903,,,30,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-30 00:00:00,0,3060903.1985.10.30,,,AB,,,,
-117.86666666666666,53.35,3060903,,,31,,BRULE BLACK CAT,1985,,,,,,0,,,,0,,,10,,,0,,1985-10-31 00:00:00,0,3060903.1985.10.31,,,AB,,,,
-117.86666666666666,53.35,3060903,,,1,,BRULE BLACK CAT,1985,,,,,,2.4,,,,,,,11,,,0,,1985-11-01 00:00:00,2.4,3060903.1985.11.1,,,AB,,,,
-117.86666666666666,53.35,3060903,,,2,,BRULE BLACK CAT,1985,,,,,,3,,,,,,,11,,,0,,1985-11-02 00:00:00,3,3060903.1985.11.2,,,AB,,,,
-117.86666666666666,53.35,3060903,,,3,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-03 00:00:00,0,3060903.1985.11.3,,,AB,,,,
-117.86666666666666,53.35,3060903,,,4,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-04 00:00:00,0,3060903.1985.11.4,,,AB,,,,
-117.86666666666666,53.35,3060903,,,5,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-05 00:00:00,0,3060903.1985.11.5,,,AB,,,,
-117.86666666666666,53.35,3060903,,,6,,BRULE BLACK CAT,1985,,,,,,5.4,,,,,,,11,,,0,,1985-11-06 00:00:00,5.4,3060903.1985.11.6,,,AB,,,,
-117.86666666666666,53.35,3060903,,,7,,BRULE BLACK CAT,1985,,,,,,1.6,,,,,,,11,,,0,,1985-11-07 00:00:00,1.6,3060903.1985.11.7,,,AB,,,,
-117.86666666666666,53.35,3060903,,,8,,BRULE BLACK CAT,1985,,,,,,0.4,,,,,,,11,,,0,,1985-11-08 00:00:00,0.4,3060903.1985.11.8,,,AB,,,,
-117.86666666666666,53.35,3060903,,,9,,BRULE BLACK CAT,1985,,,,,,0.4,,,,,,,11,,,0,,1985-11-09 00:00:00,0.4,3060903.1985.11.9,,,AB,,,,
-117.86666666666666,53.35,3060903,,,10,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-10 00:00:00,0,3060903.1985.11.10,,,AB,,,,
-117.86666666666666,53.35,3060903,,,11,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-11 00:00:00,0,3060903.1985.11.11,,,AB,,,,
-117.86666666666666,53.35,3060903,,,12,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-12 00:00:00,0,3060903.1985.11.12,,,AB,,,,
-117.86666666666666,53.35,3060903,,,13,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-13 00:00:00,0,3060903.1985.11.13,,,AB,,,,
-117.86666666666666,53.35,3060903,,,14,,BRULE BLACK CAT,1985,,,,,,0,,,,,,,11,,,0,,1985-11-14 00:00:00,0,3060903.1985.11.14,,,AB,,,,
