x,y,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,COOLING_DEGREE_DAYS,MAX_TEMPERATURE,LOCAL_MONTH,LOCAL_DAY,LOCAL_YEAR,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,PROVINCE_CODE,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST,TOTAL_SNOW,LOCAL_DATE,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,MIN_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,STATION_NAME,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,ID,MAX_REL_HUMIDITY
-122.6775,53.884166666666665,,0,M,1096439,48,0,6.4,11,1,2009,,,BC,,,,,,2009-11-01 00:00:00,M,,,,,-1.1,2.7,15.3,PRINCE GEORGE,M,,,,1096439.2009.11.1,
-122.6775,53.884166666666665,,0.8,M,1096439,57,0,6.3,11,2,2009,,,BC,,,,,,2009-11-02 00:00:00,M,,,,,-1.3,2.5,15.5,PRINCE GEORGE,M,,,,1096439.2009.11.2,
-122.6775,53.884166666666665,,0,M,1096439,32,0,5.4,11,3,2009,,,BC,,,,,,2009-11-03 00:00:00,M,,,,,-5,0.2,17.8,PRINCE GEORGE,M,,,,1096439.2009.11.3,
-122.6775,53.884166666666665,,0,M,1096439,0,0,2.4,11,4,2009,,,BC,,,,0,,2009-11-04 00:00:00,,,,,,-5.6,-1.6,19.6,PRINCE GEORGE,M,,,,1096439.2009.11.4,
-122.6775,53.884166666666665,,1.8,M,1096439,85,0,14.7,11,5,2009,,,BC,,,,,,2009-11-05 00:00:00,M,,,,,1,7.9,10.1,PRINCE GEORGE,M,,,,1096439.2009.11.5,
-122.6775,53.884166666666665,,2.5,M,1096439,44,0,6.2,11,6,2009,,,BC,,,,,,2009-11-06 00:00:00,M,,,,,-0.1,3.1,14.9,PRINCE GEORGE,M,,,,1096439.2009.11.6,
-122.6775,53.884166666666665,,0,M,1096439,43,0,4.5,11,7,2009,,,BC,,,,,,2009-11-07 00:00:00,M,,,,,-1.7,1.4,16.6,PRINCE GEORGE,M,,,,1096439.2009.11.7,
-122.6775,53.884166666666665,,0,M,1096439,46,0,4.3,11,8,2009,,,BC,,,,,,2009-11-08 00:00:00,M,,,,,-4.5,-0.1,18.1,PRINCE GEORGE,M,,,,1096439.2009.11.8,
-122.6775,53.884166666666665,,1.6,M,1096439,74,0,9.8,11,9,2009,,,BC,,,,,,2009-11-09 00:00:00,M,,,,,-0.9,4.5,13.5,PRINCE GEORGE,M,,,,1096439.2009.11.9,
-122.6775,53.884166666666665,,0,M,1096439,32,0,2.7,11,10,2009,,,BC,,,,,,2009-11-10 00:00:00,M,,,,,-5,-1.2,19.2,PRINCE GEORGE,M,,,,1096439.2009.11.10,
-122.6775,53.884166666666665,,0,M,1096439,0,0,3.1,11,11,2009,,,BC,,,,0,,2009-11-11 00:00:00,,,,,,-5.2,-1.1,19.1,PRINCE GEORGE,M,,,,1096439.2009.11.11,
-122.6775,53.884166666666665,,0,M,1096439,43,0,1.1,11,12,2009,,,BC,,,,,,2009-11-12 00:00:00,M,,,,,-6.7,-2.8,20.8,PRINCE GEORGE,M,,,,1096439.2009.11.12,
-122.6775,53.884166666666665,,0.3,M,1096439,65,0,1,11,13,2009,,,BC,,,,,,2009-11-13 00:00:00,M,,,,,-8.7,-3.9,21.9,PRINCE GEORGE,M,,,,1096439.2009.11.13,
-122.6775,53.884166666666665,,0,M,1096439,80,0,1,11,14,2009,,,BC,,,,,,2009-11-14 00:00:00,M,,,,,-10.4,-4.7,22.7,PRINCE GEORGE,M,,,,1096439.2009.11.14,
-122.6775,53.884166666666665,,9.8,M,1096439,0,0,2.3,11,15,2009,,,BC,,,,0,,2009-11-15 00:00:00,,,,,,-0.4,1,17,PRINCE GEORGE,M,,,,1096439.2009.11.15,
-122.6775,53.884166666666665,,18.3,M,1096439,39,0,1.7,11,16,2009,,,BC,,,,,,2009-11-16 00:00:00,M,,,,,-2.5,-0.4,18.4,PRINCE GEORGE,M,,,,1096439.2009.11.16,
-122.6775,53.884166666666665,,1,M,1096439,67,0,3.6,11,17,2009,,,BC,,,,,,2009-11-17 00:00:00,M,,,,,-2.4,0.6,17.4,PRINCE GEORGE,M,,,,1096439.2009.11.17,
-122.6775,53.884166666666665,,0,M,1096439,56,0,2.5,11,18,2009,,,BC,,,,,,2009-11-18 00:00:00,M,,,,,-6.3,-1.9,19.9,PRINCE GEORGE,M,,,,1096439.2009.11.18,
-122.6775,53.884166666666665,,0,M,1096439,57,0,3.6,11,19,2009,,,BC,,,,,,2009-11-19 00:00:00,M,,,,,-2,0.8,17.2,PRINCE GEORGE,M,,,,1096439.2009.11.19,
-122.6775,53.884166666666665,,5.6,M,1096439,0,0,2.4,11,20,2009,,,BC,,,,0,,2009-11-20 00:00:00,,,,,,-1.5,0.5,17.5,PRINCE GEORGE,M,,,,1096439.2009.11.20,
-122.6775,53.884166666666665,,0,M,1096439,0,0,0.4,11,21,2009,,,BC,,,,0,,2009-11-21 00:00:00,,,,,,-6.6,-3.1,21.1,PRINCE GEORGE,M,,,,1096439.2009.11.21,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-0.8,11,22,2009,,,BC,,,,0,,2009-11-22 00:00:00,,,,,,-5.2,-3,21,PRINCE GEORGE,M,,,,1096439.2009.11.22,
-122.6775,53.884166666666665,,2.1,M,1096439,54,0,2.3,11,23,2009,,,BC,,,,,,2009-11-23 00:00:00,M,,,,,-9.9,-3.8,21.8,PRINCE GEORGE,M,,,,1096439.2009.11.23,
-122.6775,53.884166666666665,,0.5,M,1096439,0,0,-0.3,11,24,2009,,,BC,,,,0,,2009-11-24 00:00:00,,,,,,-7,-3.7,21.7,PRINCE GEORGE,M,,,,1096439.2009.11.24,
-122.6775,53.884166666666665,,3,M,1096439,41,0,5.7,11,25,2009,,,BC,,,,,,2009-11-25 00:00:00,M,,,,,-0.4,2.7,15.3,PRINCE GEORGE,M,,,,1096439.2009.11.25,
-122.6775,53.884166666666665,,0,M,1096439,41,0,3.9,11,26,2009,,,BC,,,,,,2009-11-26 00:00:00,M,,,,,-2.9,0.5,17.5,PRINCE GEORGE,M,,,,1096439.2009.11.26,
-122.6775,53.884166666666665,,0.3,M,1096439,46,0,-0.1,11,27,2009,,,BC,,,,,,2009-11-27 00:00:00,M,,,,,-7.5,-3.8,21.8,PRINCE GEORGE,M,,,,1096439.2009.11.27,
-122.6775,53.884166666666665,,1.5,M,1096439,41,0,2,11,28,2009,,,BC,,,,,,2009-11-28 00:00:00,M,,,,,-5.6,-1.8,19.8,PRINCE GEORGE,M,,,,1096439.2009.11.28,
-122.6775,53.884166666666665,,1.3,M,1096439,44,0,2.9,11,29,2009,,,BC,,,,,,2009-11-29 00:00:00,M,,,,,0.3,1.6,16.4,PRINCE GEORGE,M,,,,1096439.2009.11.29,
-122.6775,53.884166666666665,,1.3,M,1096439,0,0,1,11,30,2009,,,BC,,,,0,,2009-11-30 00:00:00,,,,,,-8,-3.5,21.5,PRINCE GEORGE,M,,,,1096439.2009.11.30,
-122.6775,53.884166666666665,M,0,M,1096439,0,,-5.9,12,1,2009,,,BC,M,,,0,,2009-12-01 00:00:00,,M,,,E,,,,PRINCE GEORGE,M,,M,,1096439.2009.12.1,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-7.4,12,2,2009,,,BC,,,,0,,2009-12-02 00:00:00,,,,,,-8.5,-8,26,PRINCE GEORGE,M,,,,1096439.2009.12.2,
-122.6775,53.884166666666665,,1.5,M,1096439,37,0,-4.9,12,3,2009,,,BC,,,,,,2009-12-03 00:00:00,M,,,,,-11.6,-8.3,26.3,PRINCE GEORGE,M,,,,1096439.2009.12.3,
-122.6775,53.884166666666665,,3.1,M,1096439,41,0,-2.6,12,4,2009,,,BC,,,,,,2009-12-04 00:00:00,M,,,,,-10,-6.3,24.3,PRINCE GEORGE,M,,,,1096439.2009.12.4,
-122.6775,53.884166666666665,,0,M,1096439,33,0,-8.3,12,5,2009,,,BC,,,,,,2009-12-05 00:00:00,M,,,,,-21.9,-15.1,33.1,PRINCE GEORGE,M,,,,1096439.2009.12.5,
-122.6775,53.884166666666665,,0,M,1096439,33,0,-12.5,12,6,2009,,,BC,,,,,,2009-12-06 00:00:00,M,,,,,-25,-18.8,36.8,PRINCE GEORGE,M,,,,1096439.2009.12.6,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-17.4,12,7,2009,,,BC,,,,0,,2009-12-07 00:00:00,,,,,,-24.8,-21.1,39.1,PRINCE GEORGE,M,,,T,1096439.2009.12.7,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-13.5,12,8,2009,,,BC,,,,0,,2009-12-08 00:00:00,,,,,,-22.5,-18,36,PRINCE GEORGE,M,,,,1096439.2009.12.8,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-11.6,12,9,2009,,,BC,,,,0,,2009-12-09 00:00:00,,,,,,-18.7,-15.2,33.2,PRINCE GEORGE,M,,,,1096439.2009.12.9,
-122.6775,53.884166666666665,,0.6,M,1096439,0,0,-6.5,12,10,2009,,,BC,,,,0,,2009-12-10 00:00:00,,,,,,-12,-9.3,27.3,PRINCE GEORGE,M,,,,1096439.2009.12.10,
-122.6775,53.884166666666665,,0.3,M,1096439,0,0,-5.8,12,11,2009,,,BC,,,,0,,2009-12-11 00:00:00,,,,,,-12,-8.9,26.9,PRINCE GEORGE,M,,,,1096439.2009.12.11,
-122.6775,53.884166666666665,,0.5,M,1096439,33,0,-5.8,12,12,2009,,,BC,,,,,,2009-12-12 00:00:00,M,,,,,-20.1,-13,31,PRINCE GEORGE,M,,,,1096439.2009.12.12,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-20.1,12,13,2009,,,BC,,,,0,,2009-12-13 00:00:00,,,,,,-31.9,-26,44,PRINCE GEORGE,M,,,,1096439.2009.12.13,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-27.3,12,14,2009,,,BC,,,,0,,2009-12-14 00:00:00,,,,,,-37,-32.2,50.2,PRINCE GEORGE,M,,,,1096439.2009.12.14,
-122.6775,53.884166666666665,,0.8,M,1096439,0,0,-18.8,12,15,2009,,,BC,,,,0,,2009-12-15 00:00:00,,,,,,-30.2,-24.5,42.5,PRINCE GEORGE,M,,,,1096439.2009.12.15,
-122.6775,53.884166666666665,,0.5,M,1096439,0,0,-6.6,12,16,2009,,,BC,,,,0,,2009-12-16 00:00:00,,,,,,-18.9,-12.8,30.8,PRINCE GEORGE,M,,,,1096439.2009.12.16,
-122.6775,53.884166666666665,,0,M,1096439,0,0,0.6,12,17,2009,,,BC,,,,0,,2009-12-17 00:00:00,,,,,,-8.3,-3.9,21.9,PRINCE GEORGE,M,,,,1096439.2009.12.17,
-122.6775,53.884166666666665,,0,M,1096439,54,0,3.9,12,18,2009,,,BC,,,,,,2009-12-18 00:00:00,M,,,,,-3.5,0.2,17.8,PRINCE GEORGE,M,,,,1096439.2009.12.18,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-1.8,12,19,2009,,,BC,,,,0,,2009-12-19 00:00:00,,,,,,-16.4,-9.1,27.1,PRINCE GEORGE,M,,,,1096439.2009.12.19,
-122.6775,53.884166666666665,,0.5,M,1096439,33,0,-7.9,12,20,2009,,,BC,,,,,,2009-12-20 00:00:00,M,,,,,-16.6,-12.3,30.3,PRINCE GEORGE,M,,,,1096439.2009.12.20,
-122.6775,53.884166666666665,,2.4,M,1096439,37,0,-7.5,12,21,2009,,,BC,,,,,,2009-12-21 00:00:00,M,,,,,-11.5,-9.5,27.5,PRINCE GEORGE,M,,,,1096439.2009.12.21,
-122.6775,53.884166666666665,,0.5,M,1096439,0,0,-7.5,12,22,2009,,,BC,,,,0,,2009-12-22 00:00:00,,,,,,-26.4,-17,35,PRINCE GEORGE,M,,,,1096439.2009.12.22,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-18.1,12,23,2009,,,BC,,,,0,,2009-12-23 00:00:00,,,,,,-30.5,-24.3,42.3,PRINCE GEORGE,M,,,,1096439.2009.12.23,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-11,12,24,2009,,,BC,,,,0,,2009-12-24 00:00:00,,,,,,-18.2,-14.6,32.6,PRINCE GEORGE,M,,,,1096439.2009.12.24,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-8.8,12,25,2009,,,BC,,,,0,,2009-12-25 00:00:00,,,,,,-17.4,-13.1,31.1,PRINCE GEORGE,M,,,,1096439.2009.12.25,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-8.8,12,26,2009,,,BC,,,,0,,2009-12-26 00:00:00,,,,,,-20.3,-14.6,32.6,PRINCE GEORGE,M,,,,1096439.2009.12.26,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-9.7,12,27,2009,,,BC,,,,0,,2009-12-27 00:00:00,,,,,,-17.9,-13.8,31.8,PRINCE GEORGE,M,,,,1096439.2009.12.27,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-12.8,12,28,2009,,,BC,,,,0,,2009-12-28 00:00:00,,,,,,-15.6,-14.2,32.2,PRINCE GEORGE,M,,,,1096439.2009.12.28,
-122.6775,53.884166666666665,,0.8,M,1096439,0,0,-8,12,29,2009,,,BC,,,,0,,2009-12-29 00:00:00,,,,,,-16.5,-12.3,30.3,PRINCE GEORGE,M,,,,1096439.2009.12.29,
-122.6775,53.884166666666665,,2.5,M,1096439,32,0,-7.8,12,30,2009,,,BC,,,,,,2009-12-30 00:00:00,M,,,,,-16.4,-12.1,30.1,PRINCE GEORGE,M,,,,1096439.2009.12.30,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-14.2,12,31,2009,,,BC,,,,0,,2009-12-31 00:00:00,,,,,,-17.9,-16.1,34.1,PRINCE GEORGE,M,,,,1096439.2009.12.31,
-122.6775,53.884166666666665,,4.4,M,1096439,0,0,-10.7,1,1,2010,,,BC,,,,0,,2010-01-01 00:00:00,,,,,,-15,-12.9,30.9,PRINCE GEORGE,M,,,,1096439.2010.1.1,
-122.6775,53.884166666666665,,1.6,M,1096439,0,0,-8.3,1,2,2010,,,BC,,,,0,,2010-01-02 00:00:00,,,,,,-13.8,-11.1,29.1,PRINCE GEORGE,M,,,,1096439.2010.1.2,
-122.6775,53.884166666666665,,0.3,M,1096439,0,0,-7.1,1,3,2010,,,BC,,,,0,,2010-01-03 00:00:00,,,,,,-18.2,-12.7,30.7,PRINCE GEORGE,M,,,,1096439.2010.1.3,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-11.7,1,4,2010,,,BC,,,,0,,2010-01-04 00:00:00,,,,,,-25.8,-18.8,36.8,PRINCE GEORGE,M,,,,1096439.2010.1.4,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-20.3,1,5,2010,,,BC,,,,0,,2010-01-05 00:00:00,,,,,,-30.2,-25.3,43.3,PRINCE GEORGE,M,,,,1096439.2010.1.5,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-17.6,1,6,2010,,,BC,,,,0,,2010-01-06 00:00:00,,,,,,-29.8,-23.7,41.7,PRINCE GEORGE,M,,,,1096439.2010.1.6,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-10.2,1,7,2010,,,BC,,,,0,,2010-01-07 00:00:00,,,,,,-23.9,-17.1,35.1,PRINCE GEORGE,M,,,,1096439.2010.1.7,
-122.6775,53.884166666666665,,1,M,1096439,0,0,-5.2,1,8,2010,,,BC,,,,0,,2010-01-08 00:00:00,,,,,,-11,-8.1,26.1,PRINCE GEORGE,M,,,,1096439.2010.1.8,
-122.6775,53.884166666666665,,0.5,M,1096439,41,0,3.4,1,9,2010,,,BC,,,,,,2010-01-09 00:00:00,M,,,,,-7.3,-2,20,PRINCE GEORGE,M,,,,1096439.2010.1.9,
-122.6775,53.884166666666665,,0.3,M,1096439,46,0,6.6,1,10,2010,,,BC,,,,,,2010-01-10 00:00:00,M,,,,,0,3.3,14.7,PRINCE GEORGE,M,,,,1096439.2010.1.10,
-122.6775,53.884166666666665,,5,M,1096439,78,0,7.2,1,11,2010,,,BC,,,,,,2010-01-11 00:00:00,M,,,,,2.6,4.9,13.1,PRINCE GEORGE,M,,,,1096439.2010.1.11,
-122.6775,53.884166666666665,,0,M,1096439,63,0,8.2,1,12,2010,,,BC,,,,,,2010-01-12 00:00:00,M,,,,,0.1,4.2,13.8,PRINCE GEORGE,M,,,,1096439.2010.1.12,
-122.6775,53.884166666666665,,0,M,1096439,0,0,5.7,1,13,2010,,,BC,,,,0,,2010-01-13 00:00:00,,,,,,-1.1,2.3,15.7,PRINCE GEORGE,M,,,,1096439.2010.1.13,
-122.6775,53.884166666666665,,0.3,M,1096439,63,0,5.4,1,14,2010,,,BC,,,,,,2010-01-14 00:00:00,M,,,,,0.9,3.2,14.8,PRINCE GEORGE,M,,,,1096439.2010.1.14,
-122.6775,53.884166666666665,,9.6,M,1096439,59,0,4.8,1,15,2010,,,BC,,,,,,2010-01-15 00:00:00,M,,,,,-2.4,1.2,16.8,PRINCE GEORGE,M,,,,1096439.2010.1.15,
-122.6775,53.884166666666665,,0,M,1096439,33,0,0,1,16,2010,,,BC,,,,,,2010-01-16 00:00:00,M,,,,,-8.1,-4.1,22.1,PRINCE GEORGE,M,,,,1096439.2010.1.16,
-122.6775,53.884166666666665,,0,M,1096439,61,0,5.3,1,17,2010,,,BC,,,,,,2010-01-17 00:00:00,M,,,,,-7.6,-1.2,19.2,PRINCE GEORGE,M,,,,1096439.2010.1.17,
-122.6775,53.884166666666665,,0,M,1096439,46,0,6.4,1,18,2010,,,BC,,,,,,2010-01-18 00:00:00,M,,,,,-3.2,1.6,16.4,PRINCE GEORGE,M,,,,1096439.2010.1.18,
-122.6775,53.884166666666665,,0,M,1096439,0,0,3.7,1,19,2010,,,BC,,,,0,,2010-01-19 00:00:00,,,,,,-4,-0.2,18.2,PRINCE GEORGE,M,,,,1096439.2010.1.19,
-122.6775,53.884166666666665,,0,M,1096439,32,0,0.9,1,20,2010,,,BC,,,,,,2010-01-20 00:00:00,M,,,,,-3.4,-1.3,19.3,PRINCE GEORGE,M,,,,1096439.2010.1.20,
-122.6775,53.884166666666665,,0,M,1096439,32,0,-0.5,1,21,2010,,,BC,,,,,,2010-01-21 00:00:00,M,,,,,-7.1,-3.8,21.8,PRINCE GEORGE,M,,,,1096439.2010.1.21,
-122.6775,53.884166666666665,,0,M,1096439,32,0,-1.7,1,22,2010,,,BC,,,,,,2010-01-22 00:00:00,M,,,,,-7.9,-4.8,22.8,PRINCE GEORGE,M,,,,1096439.2010.1.22,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-3,1,23,2010,,,BC,,,,0,,2010-01-23 00:00:00,,,,,,-12.2,-7.6,25.6,PRINCE GEORGE,M,,,,1096439.2010.1.23,
-122.6775,53.884166666666665,,0,M,1096439,35,0,-5.5,1,24,2010,,,BC,,,,,,2010-01-24 00:00:00,M,,,,,-15.2,-10.4,28.4,PRINCE GEORGE,M,,,,1096439.2010.1.24,
-122.6775,53.884166666666665,,0.8,M,1096439,44,0,-5,1,25,2010,,,BC,,,,,,2010-01-25 00:00:00,M,,,,,-7.4,-6.2,24.2,PRINCE GEORGE,M,,,,1096439.2010.1.25,
-122.6775,53.884166666666665,,0,M,1096439,35,0,-4.6,1,26,2010,,,BC,,,,,,2010-01-26 00:00:00,M,,,,,-7.9,-6.3,24.3,PRINCE GEORGE,M,,,,1096439.2010.1.26,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-2.8,1,27,2010,,,BC,,,,0,,2010-01-27 00:00:00,,,,,,-6.5,-4.7,22.7,PRINCE GEORGE,M,,,,1096439.2010.1.27,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-0.3,1,28,2010,,,BC,,,,0,,2010-01-28 00:00:00,,,,,,-7.7,-4,22,PRINCE GEORGE,M,,,,1096439.2010.1.28,
-122.6775,53.884166666666665,,0,M,1096439,0,0,3,1,29,2010,,,BC,,,,0,,2010-01-29 00:00:00,,,,,,-1.4,0.8,17.2,PRINCE GEORGE,M,,,,1096439.2010.1.29,
-122.6775,53.884166666666665,,3.1,M,1096439,0,0,0,1,30,2010,,,BC,,,,0,,2010-01-30 00:00:00,,,,,,-4.3,-2.2,20.2,PRINCE GEORGE,M,,,,1096439.2010.1.30,
-122.6775,53.884166666666665,,3.1,M,1096439,0,0,-3.4,1,31,2010,,,BC,,,,0,,2010-01-31 00:00:00,,,,,,-7.2,-5.3,23.3,PRINCE GEORGE,M,,,,1096439.2010.1.31,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-1.5,2,1,2010,,,BC,,,,0,,2010-02-01 00:00:00,,,,,,-4.1,-2.8,20.8,PRINCE GEORGE,M,,,,1096439.2010.2.1,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-1.2,2,2,2010,,,BC,,,,0,,2010-02-02 00:00:00,,,,,,-3.9,-2.6,20.6,PRINCE GEORGE,M,,,,1096439.2010.2.2,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-1.3,2,3,2010,,,BC,,,,0,,2010-02-03 00:00:00,,,,,,-3.6,-2.5,20.5,PRINCE GEORGE,M,,,,1096439.2010.2.3,
-122.6775,53.884166666666665,,0,M,1096439,0,0,1.1,2,4,2010,,,BC,,,,0,,2010-02-04 00:00:00,,,,,,-3.4,-1.2,19.2,PRINCE GEORGE,M,,,,1096439.2010.2.4,
-122.6775,53.884166666666665,,0,M,1096439,0,0,1.3,2,5,2010,,,BC,,,,0,,2010-02-05 00:00:00,,,,,,-5.2,-2,20,PRINCE GEORGE,M,,,,1096439.2010.2.5,
-122.6775,53.884166666666665,,0,M,1096439,0,0,2.6,2,6,2010,,,BC,,,,0,,2010-02-06 00:00:00,,,,,,-10.1,-3.8,21.8,PRINCE GEORGE,M,,,,1096439.2010.2.6,
-122.6775,53.884166666666665,,0,M,1096439,32,0,0.7,2,7,2010,,,BC,,,,,,2010-02-07 00:00:00,M,,,,,-12.7,-6,24,PRINCE GEORGE,M,,,,1096439.2010.2.7,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-1.5,2,8,2010,,,BC,,,,0,,2010-02-08 00:00:00,,,,,,-10.9,-6.2,24.2,PRINCE GEORGE,M,,,,1096439.2010.2.8,
-122.6775,53.884166666666665,,0,M,1096439,0,0,-1.7,2,9,2010,,,BC,,,,0,,2010-02-09 00:00:00,,,,,,-6.2,-4,22,PRINCE GEORGE,M,,,,1096439.2010.2.9,
-122.6775,53.884166666666665,,0,M,1096439,0,0,0.6,2,10,2010,,,BC,,,,0,,2010-02-10 00:00:00,,,,,,-7.2,-3.3,21.3,PRINCE GEORGE,M,,,,1096439.2010.2.10,
-122.6775,53.884166666666665,,0.3,M,1096439,0,0,1.9,2,11,2010,,,BC,,,,0,,2010-02-11 00:00:00,,,,,,-8.4,-3.3,21.3,PRINCE GEORGE,M,,,,1096439.2010.2.11,
-122.6775,53.884166666666665,,0,M,1096439,46,0,6.5,2,12,2010,,,BC,,,,,,2010-02-12 00:00:00,M,,,,,-3.9,1.3,16.7,PRINCE GEORGE,M,,,,1096439.2010.2.12,
-122.6775,53.884166666666665,,0,M,1096439,46,0,8.1,2,13,2010,,,BC,,,,,,2010-02-13 00:00:00,M,,,,,-6.2,1,17,PRINCE GEORGE,M,,,,1096439.2010.2.13,
-122.6775,53.884166666666665,,3.1,M,1096439,54,0,8,2,14,2010,,,BC,,,,,,2010-02-14 00:00:00,M,,,,,-3.8,2.1,15.9,PRINCE GEORGE,M,,,,1096439.2010.2.14,
-122.6775,53.884166666666665,,0,M,1096439,0,0,1.2,2,15,2010,,,BC,,,,0,,2010-02-15 00:00:00,,,,,,-4.8,-1.8,19.8,PRINCE GEORGE,M,,,,1096439.2010.2.15,
-122.6775,53.884166666666665,,10.8,M,1096439,0,0,2.1,2,16,2010,,,BC,,,,0,,2010-02-16 00:00:00,,,,,,-2.3,-0.1,18.1,PRINCE GEORGE,M,,,,1096439.2010.2.16,
-122.6775,53.884166666666665,,0,M,1096439,0,0,1.2,2,17,2010,,,BC,,,,0,,2010-02-17 00:00:00,,,,,,-7.1,-3,21,PRINCE GEORGE,M,,,,1096439.2010.2.17,
