x,y,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,LOCAL_YEAR,MIN_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY_FLAG,LOCAL_DAY,STATION_NAME,DIRECTION_MAX_GUST,MIN_TEMPERATURE,SPEED_MAX_GUST_FLAG,ID,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,LOCAL_DATE,TOTAL_SNOW,TOTAL_PRECIPITATION,SNOW_ON_GROUND,PROVINCE_CODE,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,TOTAL_RAIN
-120.18194444444444,55.74166666666667,,13.3,4.7,,,0,,,5,1968,,12.2,,,1182285,,6,DAWSON CREEK A,,-2.8,,1182285.1968.5.6,T,T,1968-05-06 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,8.8,9.2,,,0,,,5,1968,,13.3,,,1182285,,7,DAWSON CREEK A,,5,,1182285.1968.5.7,,,1968-05-07 00:00:00,0,0.3,,BC,,,,,0.3
-120.18194444444444,55.74166666666667,,9.4,8.6,,,0,,,5,1968,,18.9,,,1182285,,8,DAWSON CREEK A,,-1.7,,1182285.1968.5.8,,,1968-05-08 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,12.7,5.3,,,0,,,5,1968,,12.8,,,1182285,,9,DAWSON CREEK A,,-2.2,,1182285.1968.5.9,,,1968-05-09 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,9.1,8.9,,,0,,,5,1968,,21.1,,,1182285,,10,DAWSON CREEK A,,-3.3,,1182285.1968.5.10,,,1968-05-10 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,8.8,9.2,,,0,,,5,1968,,15,,,1182285,,11,DAWSON CREEK A,,3.3,,1182285.1968.5.11,,,1968-05-11 00:00:00,4.1,4.1,,BC,,,,,0
-120.18194444444444,55.74166666666667,,15.7,2.3,,,0,,,5,1968,,5.6,,,1182285,,12,DAWSON CREEK A,,-1.1,,1182285.1968.5.12,,,1968-05-12 00:00:00,0.3,0.3,,BC,,,,,0
-120.18194444444444,55.74166666666667,,11.9,6.1,,,0,,,5,1968,,11.1,,,1182285,,13,DAWSON CREEK A,,1.1,,1182285.1968.5.13,T,T,1968-05-13 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,T,16.6,1.4,,,0,,,5,1968,,6.7,,,1182285,,14,DAWSON CREEK A,,-3.9,,1182285.1968.5.14,,,1968-05-14 00:00:00,0,2.5,,BC,,,,,2.5
-120.18194444444444,55.74166666666667,,9.9,8.1,,,0,,,5,1968,,16.7,,,1182285,,15,DAWSON CREEK A,,-0.6,,1182285.1968.5.15,,,1968-05-15 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,T,6.6,11.4,,,0,,,5,1968,,17.8,,,1182285,,16,DAWSON CREEK A,,5,,1182285.1968.5.16,T,,1968-05-16 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,4.9,13.1,,,0,,,5,1968,,21.1,,,1182285,,17,DAWSON CREEK A,,5,,1182285.1968.5.17,,,1968-05-17 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,4.9,13.1,,,0,,,5,1968,,23.3,,,1182285,,18,DAWSON CREEK A,,2.8,,1182285.1968.5.18,,,1968-05-18 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.2,12.8,,,0,,,5,1968,,25.6,,,1182285,,19,DAWSON CREEK A,,0,,1182285.1968.5.19,,,1968-05-19 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,4.1,13.9,,,0,,,5,1968,,26.1,,,1182285,,20,DAWSON CREEK A,,1.7,,1182285.1968.5.20,,,1968-05-20 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.2,12.8,,,0,,,5,1968,,23.9,,,1182285,,21,DAWSON CREEK A,,1.7,,1182285.1968.5.21,,,1968-05-21 00:00:00,0,7.6,,BC,,,,,7.6
-120.18194444444444,55.74166666666667,,13.3,4.7,,,0,,,5,1968,,7.2,,,1182285,,22,DAWSON CREEK A,,2.2,,1182285.1968.5.22,,,1968-05-22 00:00:00,0,0.8,,BC,,,,,0.8
-120.18194444444444,55.74166666666667,,7.7,10.3,,,0,,,5,1968,,17.2,,,1182285,,23,DAWSON CREEK A,,3.3,,1182285.1968.5.23,,,1968-05-23 00:00:00,0,1.8,,BC,,,,,1.8
-120.18194444444444,55.74166666666667,,4.4,13.6,,,0,,,5,1968,,19.4,,,1182285,,24,DAWSON CREEK A,,7.8,,1182285.1968.5.24,,,1968-05-24 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,8,10,,,0,,,5,1968,,20,,,1182285,,25,DAWSON CREEK A,,0,,1182285.1968.5.25,,,1968-05-25 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,6,12,,,0,,,5,1968,,18.3,,,1182285,,26,DAWSON CREEK A,,5.6,,1182285.1968.5.26,,,1968-05-26 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,8.3,9.7,,,0,,,5,1968,,14.4,,,1182285,,27,DAWSON CREEK A,,5,,1182285.1968.5.27,,,1968-05-27 00:00:00,0,0.8,,BC,,,,,0.8
-120.18194444444444,55.74166666666667,,11.6,6.4,,,0,,,5,1968,,13.3,,,1182285,,28,DAWSON CREEK A,,-0.6,,1182285.1968.5.28,,,1968-05-28 00:00:00,0,0.3,,BC,,,,,0.3
-120.18194444444444,55.74166666666667,,9.3,8.7,,,0,,,5,1968,,11.7,,,1182285,,29,DAWSON CREEK A,,5.6,,1182285.1968.5.29,,,1968-05-29 00:00:00,0,3,,BC,,,,,3
-120.18194444444444,55.74166666666667,,9.7,8.3,,,0,,,5,1968,,17.2,,,1182285,,30,DAWSON CREEK A,,-0.6,,1182285.1968.5.30,,,1968-05-30 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,6,12,,,0,,,5,1968,,18.3,,,1182285,,31,DAWSON CREEK A,,5.6,,1182285.1968.5.31,,,1968-05-31 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,9.1,8.9,,,0,,,6,1968,,15.6,,,1182285,,1,DAWSON CREEK A,,2.2,,1182285.1968.6.1,,,1968-06-01 00:00:00,0,2.8,,BC,,,,,2.8
-120.18194444444444,55.74166666666667,,6,12,,,0,,,6,1968,,18.9,,,1182285,,2,DAWSON CREEK A,,5,,1182285.1968.6.2,T,T,1968-06-02 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.8,12.2,,,0,,,6,1968,,19.4,,,1182285,,3,DAWSON CREEK A,,5,,1182285.1968.6.3,,,1968-06-03 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,4.6,13.4,,,0,,,6,1968,,20,,,1182285,,4,DAWSON CREEK A,,6.7,,1182285.1968.6.4,T,T,1968-06-04 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,6.9,11.1,,,0,,,6,1968,,19.4,,,1182285,,5,DAWSON CREEK A,,2.8,,1182285.1968.6.5,T,T,1968-06-05 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,8,10,,,0,,,6,1968,,21.1,,,1182285,,6,DAWSON CREEK A,,-1.1,,1182285.1968.6.6,,,1968-06-06 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,6,12,,,0,,,6,1968,,20.6,,,1182285,,7,DAWSON CREEK A,,3.3,,1182285.1968.6.7,,,1968-06-07 00:00:00,0,4.1,,BC,,,,,4.1
-120.18194444444444,55.74166666666667,,5.5,12.5,,,0,,,6,1968,,20.6,,,1182285,,8,DAWSON CREEK A,,4.4,,1182285.1968.6.8,,,1968-06-08 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.2,12.8,,,0,,,6,1968,,21.7,,,1182285,,9,DAWSON CREEK A,,3.9,,1182285.1968.6.9,,,1968-06-09 00:00:00,0,12.2,,BC,,,,,12.2
-120.18194444444444,55.74166666666667,,2.4,15.6,,,0,,,6,1968,,20.6,,,1182285,,10,DAWSON CREEK A,,10.6,,1182285.1968.6.10,,,1968-06-10 00:00:00,0,0.3,,BC,,,,,0.3
-120.18194444444444,55.74166666666667,,4.1,13.9,,,0,,,6,1968,,19.4,,,1182285,,11,DAWSON CREEK A,,8.3,,1182285.1968.6.11,,,1968-06-11 00:00:00,0,14.5,,BC,,,,,14.5
-120.18194444444444,55.74166666666667,,9.1,8.9,,,0,,,6,1968,,11.7,,,1182285,,12,DAWSON CREEK A,,6.1,,1182285.1968.6.12,,,1968-06-12 00:00:00,0,66.5,,BC,,,,,66.5
-120.18194444444444,55.74166666666667,,10.5,7.5,,,0,,,6,1968,,12.2,,,1182285,,13,DAWSON CREEK A,,2.8,,1182285.1968.6.13,,,1968-06-13 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,9.9,8.1,,,0,,,6,1968,,17.2,,,1182285,,14,DAWSON CREEK A,,-1.1,,1182285.1968.6.14,,,1968-06-14 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,4.1,13.9,,,0,,,6,1968,,21.7,,,1182285,,15,DAWSON CREEK A,,6.1,,1182285.1968.6.15,T,T,1968-06-15 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,3.5,14.5,,,0,,,6,1968,,18.9,,,1182285,,16,DAWSON CREEK A,,10,,1182285.1968.6.16,,,1968-06-16 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.5,12.5,,,0,,,6,1968,,15.6,,,1182285,,17,DAWSON CREEK A,,9.4,,1182285.1968.6.17,,,1968-06-17 00:00:00,0,0.5,,BC,,,,,0.5
-120.18194444444444,55.74166666666667,,6.6,11.4,,,0,,,6,1968,,18.9,,,1182285,,18,DAWSON CREEK A,,3.9,,1182285.1968.6.18,,,1968-06-18 00:00:00,0,0.5,,BC,,,,,0.5
-120.18194444444444,55.74166666666667,,5.7,12.3,,,0,,,6,1968,,16.7,,,1182285,,19,DAWSON CREEK A,,7.8,,1182285.1968.6.19,T,T,1968-06-19 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,6.9,11.1,,,0,,,6,1968,,16.1,,,1182285,,20,DAWSON CREEK A,,6.1,,1182285.1968.6.20,T,T,1968-06-20 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.5,12.5,,,0,,,6,1968,,17.2,,,1182285,,21,DAWSON CREEK A,,7.8,,1182285.1968.6.21,,,1968-06-21 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,6.9,11.1,,,0,,,6,1968,,17.8,,,1182285,,22,DAWSON CREEK A,,4.4,,1182285.1968.6.22,T,T,1968-06-22 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,5.5,12.5,,,0,,,6,1968,,21.7,,,1182285,,23,DAWSON CREEK A,,3.3,,1182285.1968.6.23,,,1968-06-23 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,3.2,14.8,,,0,,,6,1968,,22.8,,,1182285,,24,DAWSON CREEK A,,6.7,,1182285.1968.6.24,,,1968-06-24 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,2.2,15.8,,,0,,,6,1968,,22.2,,,1182285,,25,DAWSON CREEK A,,9.4,,1182285.1968.6.25,T,T,1968-06-25 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,1.9,16.1,,,0,,,6,1968,,22.2,,,1182285,,26,DAWSON CREEK A,,10,,1182285.1968.6.26,T,T,1968-06-26 00:00:00,0,0,,BC,,,,,0
-120.18194444444444,55.74166666666667,,3.8,14.2,,,0,,,6,1968,,17.8,,,1182285,,27,DAWSON CREEK A,,10.6,,1182285.1968.6.27,,,1968-06-27 00:00:00,0,6.1,,BC,,,,,6.1
